model,lr,seed,fold,dir,kind,molecule,root,rel,path,src_path,file_path,val_auc,val_loss,test_path,roc_auc,pr_auc,f1,accuracy,mcc
chai,e5,s100,2,plots_HLA-DQB1~03:01_HLA-DQA1~02:01,plots,HLA-DQB1~03:01_HLA-DQA1~02:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~02:01/e5_s100/pred-chai_fold2.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~02:01/e5_s100/pred-chai_fold2.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~02:01/e5_s100/pred-chai_fold2.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~02:01/e5_s100/pred-chai_fold2.csv,0.05881,0.36108,250513/lomo/HLA-DQB1~03:01_HLA-DQA1~02:01/test.csv,0.7732011127781945,0.7922422010023736,0.728051391862955,0.6452513966480447,0.3266450876041891
chai,e5,s100,3,plots_HLA-DQB1~03:01_HLA-DQA1~02:01,plots,HLA-DQB1~03:01_HLA-DQA1~02:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~02:01/e5_s100/pred-chai_fold3.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~02:01/e5_s100/pred-chai_fold3.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~02:01/e5_s100/pred-chai_fold3.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~02:01/e5_s100/pred-chai_fold3.csv,-0.17401,0.35572,250513/lomo/HLA-DQB1~03:01_HLA-DQA1~02:01/test.csv,0.8091241560390098,0.8281087977029558,0.7570093457943925,0.7094972067039106,0.4332625322347087
chai,e5,s100,4,plots_HLA-DQB1~03:01_HLA-DQA1~02:01,plots,HLA-DQB1~03:01_HLA-DQA1~02:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~02:01/e5_s100/pred-chai_fold4.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~02:01/e5_s100/pred-chai_fold4.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~02:01/e5_s100/pred-chai_fold4.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~02:01/e5_s100/pred-chai_fold4.csv,-0.17867,0.36098,250513/lomo/HLA-DQB1~03:01_HLA-DQA1~02:01/test.csv,0.7968554638659664,0.8202965383543639,0.7394094993581515,0.7164804469273743,0.432001368024162
chai,e5,s100,0,plots_HLA-DQB1~03:01_HLA-DQA1~03:01,plots,HLA-DQB1~03:01_HLA-DQA1~03:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~03:01/e5_s100/pred-chai_fold0.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~03:01/e5_s100/pred-chai_fold0.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~03:01/e5_s100/pred-chai_fold0.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~03:01/e5_s100/pred-chai_fold0.csv,0.10507,0.35808,250513/lomo/HLA-DQB1~03:01_HLA-DQA1~03:01/test.csv,0.8109243697478992,0.7867587427434135,0.7088607594936709,0.6973684210526315,0.4236917195943457
chai,e5,s100,1,plots_HLA-DQB1~03:01_HLA-DQA1~03:01,plots,HLA-DQB1~03:01_HLA-DQA1~03:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~03:01/e5_s100/pred-chai_fold1.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~03:01/e5_s100/pred-chai_fold1.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~03:01/e5_s100/pred-chai_fold1.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~03:01/e5_s100/pred-chai_fold1.csv,-0.46947,0.37094,250513/lomo/HLA-DQB1~03:01_HLA-DQA1~03:01/test.csv,0.7626050420168068,0.7355090434816162,0.6753246753246753,0.6710526315789473,0.361083644751813
chai,e5,s100,2,plots_HLA-DQB1~03:01_HLA-DQA1~03:01,plots,HLA-DQB1~03:01_HLA-DQA1~03:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~03:01/e5_s100/pred-chai_fold2.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~03:01/e5_s100/pred-chai_fold2.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~03:01/e5_s100/pred-chai_fold2.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~03:01/e5_s100/pred-chai_fold2.csv,0.04386,0.35844,250513/lomo/HLA-DQB1~03:01_HLA-DQA1~03:01/test.csv,0.7093837535014006,0.6836538444027755,0.6301369863013698,0.6447368421052632,0.293978237409273
chai,e5,s100,3,plots_HLA-DQB1~03:01_HLA-DQA1~03:01,plots,HLA-DQB1~03:01_HLA-DQA1~03:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~03:01/e5_s100/pred-chai_fold3.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~03:01/e5_s100/pred-chai_fold3.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~03:01/e5_s100/pred-chai_fold3.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~03:01/e5_s100/pred-chai_fold3.csv,0.08695,0.37451,250513/lomo/HLA-DQB1~03:01_HLA-DQA1~03:01/test.csv,0.7948179271708684,0.7602417137901198,0.6857142857142857,0.7105263157894737,0.4184137043778615
chai,e5,s100,4,plots_HLA-DQB1~03:01_HLA-DQA1~03:01,plots,HLA-DQB1~03:01_HLA-DQA1~03:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~03:01/e5_s100/pred-chai_fold4.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~03:01/e5_s100/pred-chai_fold4.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~03:01/e5_s100/pred-chai_fold4.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~03:01/e5_s100/pred-chai_fold4.csv,0.03901,0.3657,250513/lomo/HLA-DQB1~03:01_HLA-DQA1~03:01/test.csv,0.8046218487394958,0.7971326094938026,0.6857142857142857,0.7105263157894737,0.4184137043778615
chai,e5,s100,0,plots_HLA-DQB1~03:01_HLA-DQA1~05:01,plots,HLA-DQB1~03:01_HLA-DQA1~05:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~05:01/e5_s100/pred-chai_fold0.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~05:01/e5_s100/pred-chai_fold0.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~05:01/e5_s100/pred-chai_fold0.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~05:01/e5_s100/pred-chai_fold0.csv,-0.01897,0.36308,250513/lomo/HLA-DQB1~03:01_HLA-DQA1~05:01/test.csv,0.7708601990543267,0.8252913737522586,0.7617079889807162,0.6543456543456544,0.2570927831766023
chai,e5,s100,1,plots_HLA-DQB1~03:01_HLA-DQA1~05:01,plots,HLA-DQB1~03:01_HLA-DQA1~05:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~05:01/e5_s100/pred-chai_fold1.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~05:01/e5_s100/pred-chai_fold1.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~05:01/e5_s100/pred-chai_fold1.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~05:01/e5_s100/pred-chai_fold1.csv,-0.82986,0.35443,250513/lomo/HLA-DQB1~03:01_HLA-DQA1~05:01/test.csv,0.775547234070694,0.8295373711936218,0.7592105263157894,0.6343656343656343,0.2163024694269917
chai,e5,s100,2,plots_HLA-DQB1~03:01_HLA-DQA1~05:01,plots,HLA-DQB1~03:01_HLA-DQA1~05:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~05:01/e5_s100/pred-chai_fold2.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~05:01/e5_s100/pred-chai_fold2.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~05:01/e5_s100/pred-chai_fold2.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~05:01/e5_s100/pred-chai_fold2.csv,-0.20429,0.35488,250513/lomo/HLA-DQB1~03:01_HLA-DQA1~05:01/test.csv,0.7785892603247033,0.8276820676986771,0.7588881706528765,0.6273726273726273,0.2099273082387062
chai,e5,s100,3,plots_HLA-DQB1~03:01_HLA-DQA1~05:01,plots,HLA-DQB1~03:01_HLA-DQA1~05:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~05:01/e5_s100/pred-chai_fold3.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~05:01/e5_s100/pred-chai_fold3.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~05:01/e5_s100/pred-chai_fold3.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~05:01/e5_s100/pred-chai_fold3.csv,-0.05841,0.3596,250513/lomo/HLA-DQB1~03:01_HLA-DQA1~05:01/test.csv,0.7513556856131998,0.8117942424255896,0.7440401505646174,0.5924075924075924,0.0
chai,e5,s100,4,plots_HLA-DQB1~03:01_HLA-DQA1~05:01,plots,HLA-DQB1~03:01_HLA-DQA1~05:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~05:01/e5_s100/pred-chai_fold4.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~05:01/e5_s100/pred-chai_fold4.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~05:01/e5_s100/pred-chai_fold4.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:01_HLA-DQA1~05:01/e5_s100/pred-chai_fold4.csv,-0.09825,0.36181,250513/lomo/HLA-DQB1~03:01_HLA-DQA1~05:01/test.csv,0.789257018152961,0.8395938357072343,0.7440401505646174,0.5924075924075924,0.0
chai,e5,s100,0,plots_HLA-DQB1~03:02_HLA-DQA1~03:01,plots,HLA-DQB1~03:02_HLA-DQA1~03:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~03:01/e5_s100/pred-chai_fold0.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~03:01/e5_s100/pred-chai_fold0.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~03:01/e5_s100/pred-chai_fold0.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~03:01/e5_s100/pred-chai_fold0.csv,0.14894,0.3597,250513/lomo/HLA-DQB1~03:02_HLA-DQA1~03:01/test.csv,0.7454333731633918,0.6833390701212084,0.6468564279011574,0.6501394484040904,0.3333966917501166
chai,e5,s100,1,plots_HLA-DQB1~03:02_HLA-DQA1~03:01,plots,HLA-DQB1~03:02_HLA-DQA1~03:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~03:01/e5_s100/pred-chai_fold1.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~03:01/e5_s100/pred-chai_fold1.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~03:01/e5_s100/pred-chai_fold1.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~03:01/e5_s100/pred-chai_fold1.csv,-0.45407,0.35344,250513/lomo/HLA-DQB1~03:02_HLA-DQA1~03:01/test.csv,0.7038208406038996,0.6498586652525715,0.6150371087447564,0.6303067864889991,0.2802632865654744
chai,e5,s100,2,plots_HLA-DQB1~03:02_HLA-DQA1~03:01,plots,HLA-DQB1~03:02_HLA-DQA1~03:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~03:01/e5_s100/pred-chai_fold2.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~03:01/e5_s100/pred-chai_fold2.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~03:01/e5_s100/pred-chai_fold2.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~03:01/e5_s100/pred-chai_fold2.csv,-0.07267,0.35841,250513/lomo/HLA-DQB1~03:02_HLA-DQA1~03:01/test.csv,0.7416736211213111,0.6942400229791642,0.6344510190664037,0.6554074992252866,0.3245608947010873
chai,e5,s100,3,plots_HLA-DQB1~03:02_HLA-DQA1~03:01,plots,HLA-DQB1~03:02_HLA-DQA1~03:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~03:01/e5_s100/pred-chai_fold3.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~03:01/e5_s100/pred-chai_fold3.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~03:01/e5_s100/pred-chai_fold3.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~03:01/e5_s100/pred-chai_fold3.csv,-0.86002,0.36011,250513/lomo/HLA-DQB1~03:02_HLA-DQA1~03:01/test.csv,0.7978505993475457,0.7657604615110031,0.6335350043215212,0.7372172296250388,0.4510553889710484
chai,e5,s100,4,plots_HLA-DQB1~03:02_HLA-DQA1~03:01,plots,HLA-DQB1~03:02_HLA-DQA1~03:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~03:01/e5_s100/pred-chai_fold4.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~03:01/e5_s100/pred-chai_fold4.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~03:01/e5_s100/pred-chai_fold4.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~03:01/e5_s100/pred-chai_fold4.csv,-0.67239,0.35817,250513/lomo/HLA-DQB1~03:02_HLA-DQA1~03:01/test.csv,0.6719571890094327,0.6027496006022369,0.5805583585603767,0.6135729779981407,0.2320204548118595
chai,e5,s100,0,plots_HLA-DQB1~03:02_HLA-DQA1~05:01,plots,HLA-DQB1~03:02_HLA-DQA1~05:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~05:01/e5_s100/pred-chai_fold0.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~05:01/e5_s100/pred-chai_fold0.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~05:01/e5_s100/pred-chai_fold0.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~05:01/e5_s100/pred-chai_fold0.csv,-0.78624,0.35938,250513/lomo/HLA-DQB1~03:02_HLA-DQA1~05:01/test.csv,0.706728508698528,0.5532991525788808,0.6147308781869688,0.6273972602739726,0.3109152265981346
chai,e5,s100,1,plots_HLA-DQB1~03:02_HLA-DQA1~05:01,plots,HLA-DQB1~03:02_HLA-DQA1~05:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~05:01/e5_s100/pred-chai_fold1.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~05:01/e5_s100/pred-chai_fold1.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~05:01/e5_s100/pred-chai_fold1.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~05:01/e5_s100/pred-chai_fold1.csv,0.05373,0.35375,250513/lomo/HLA-DQB1~03:02_HLA-DQA1~05:01/test.csv,0.7683633378758536,0.6359568736210632,0.6566347469220246,0.6561643835616439,0.3942980027856273
chai,e5,s100,2,plots_HLA-DQB1~03:02_HLA-DQA1~05:01,plots,HLA-DQB1~03:02_HLA-DQA1~05:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~05:01/e5_s100/pred-chai_fold2.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~05:01/e5_s100/pred-chai_fold2.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~05:01/e5_s100/pred-chai_fold2.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~05:01/e5_s100/pred-chai_fold2.csv,0.08767,0.35909,250513/lomo/HLA-DQB1~03:02_HLA-DQA1~05:01/test.csv,0.7773128999609502,0.6378701035943866,0.6491803278688525,0.7068493150684931,0.4060570257392978
chai,e5,s100,3,plots_HLA-DQB1~03:02_HLA-DQA1~05:01,plots,HLA-DQB1~03:02_HLA-DQA1~05:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~05:01/e5_s100/pred-chai_fold3.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~05:01/e5_s100/pred-chai_fold3.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~05:01/e5_s100/pred-chai_fold3.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~05:01/e5_s100/pred-chai_fold3.csv,-0.35542,0.35745,250513/lomo/HLA-DQB1~03:02_HLA-DQA1~05:01/test.csv,0.7801021668619154,0.6500157622821507,0.6612377850162866,0.7150684931506849,0.425407511628528
chai,e5,s100,4,plots_HLA-DQB1~03:02_HLA-DQA1~05:01,plots,HLA-DQB1~03:02_HLA-DQA1~05:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~05:01/e5_s100/pred-chai_fold4.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~05:01/e5_s100/pred-chai_fold4.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~05:01/e5_s100/pred-chai_fold4.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:02_HLA-DQA1~05:01/e5_s100/pred-chai_fold4.csv,0.03842,0.34296,250513/lomo/HLA-DQB1~03:02_HLA-DQA1~05:01/test.csv,0.8127365896032069,0.7021245356704416,0.6917293233082706,0.7191780821917808,0.4682648622441365
chai,e5,s100,0,plots_HLA-DQB1~03:03_HLA-DQA1~02:01,plots,HLA-DQB1~03:03_HLA-DQA1~02:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~02:01/e5_s100/pred-chai_fold0.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~02:01/e5_s100/pred-chai_fold0.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~02:01/e5_s100/pred-chai_fold0.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~02:01/e5_s100/pred-chai_fold0.csv,-0.52158,0.35532,250513/lomo/HLA-DQB1~03:03_HLA-DQA1~02:01/test.csv,0.8875888637356528,0.8744652268930891,0.7007299270072993,0.7696629213483146,0.5513078656793637
chai,e5,s100,1,plots_HLA-DQB1~03:03_HLA-DQA1~02:01,plots,HLA-DQB1~03:03_HLA-DQA1~02:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~02:01/e5_s100/pred-chai_fold1.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~02:01/e5_s100/pred-chai_fold1.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~02:01/e5_s100/pred-chai_fold1.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~02:01/e5_s100/pred-chai_fold1.csv,-0.0619,0.35757,250513/lomo/HLA-DQB1~03:03_HLA-DQA1~02:01/test.csv,0.8887247309265658,0.8734107356699355,0.7478559176672385,0.7935393258426966,0.5898257006140741
chai,e5,s100,2,plots_HLA-DQB1~03:03_HLA-DQA1~02:01,plots,HLA-DQB1~03:03_HLA-DQA1~02:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~02:01/e5_s100/pred-chai_fold2.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~02:01/e5_s100/pred-chai_fold2.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~02:01/e5_s100/pred-chai_fold2.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~02:01/e5_s100/pred-chai_fold2.csv,0.06209,0.35725,250513/lomo/HLA-DQB1~03:03_HLA-DQA1~02:01/test.csv,0.8873664561737955,0.8740132829080937,0.7786499215070644,0.8019662921348315,0.6004189294516343
chai,e5,s100,3,plots_HLA-DQB1~03:03_HLA-DQA1~02:01,plots,HLA-DQB1~03:03_HLA-DQA1~02:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~02:01/e5_s100/pred-chai_fold3.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~02:01/e5_s100/pred-chai_fold3.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~02:01/e5_s100/pred-chai_fold3.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~02:01/e5_s100/pred-chai_fold3.csv,0.16274,0.37021,250513/lomo/HLA-DQB1~03:03_HLA-DQA1~02:01/test.csv,0.8897414512093411,0.8761715902686352,0.762987012987013,0.7949438202247191,0.5869612571593694
chai,e5,s100,4,plots_HLA-DQB1~03:03_HLA-DQA1~02:01,plots,HLA-DQB1~03:03_HLA-DQA1~02:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~02:01/e5_s100/pred-chai_fold4.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~02:01/e5_s100/pred-chai_fold4.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~02:01/e5_s100/pred-chai_fold4.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~02:01/e5_s100/pred-chai_fold4.csv,-0.20691,0.35783,250513/lomo/HLA-DQB1~03:03_HLA-DQA1~02:01/test.csv,0.898057905397355,0.8768165083701744,0.8047690014903129,0.8160112359550562,0.6317339417841292
chai,e5,s100,0,plots_HLA-DQB1~03:03_HLA-DQA1~05:01,plots,HLA-DQB1~03:03_HLA-DQA1~05:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~05:01/e5_s100/pred-chai_fold0.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~05:01/e5_s100/pred-chai_fold0.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~05:01/e5_s100/pred-chai_fold0.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~05:01/e5_s100/pred-chai_fold0.csv,-0.38146,0.36407,250513/lomo/HLA-DQB1~03:03_HLA-DQA1~05:01/test.csv,0.86120337995338,0.8317435620187219,0.7514910536779325,0.7623574144486692,0.5267329042764961
chai,e5,s100,1,plots_HLA-DQB1~03:03_HLA-DQA1~05:01,plots,HLA-DQB1~03:03_HLA-DQA1~05:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~05:01/e5_s100/pred-chai_fold1.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~05:01/e5_s100/pred-chai_fold1.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~05:01/e5_s100/pred-chai_fold1.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~05:01/e5_s100/pred-chai_fold1.csv,-0.08181,0.35806,250513/lomo/HLA-DQB1~03:03_HLA-DQA1~05:01/test.csv,0.8429778554778555,0.8166327654193414,0.7543520309477756,0.7585551330798479,0.5245159347490919
chai,e5,s100,2,plots_HLA-DQB1~03:03_HLA-DQA1~05:01,plots,HLA-DQB1~03:03_HLA-DQA1~05:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~05:01/e5_s100/pred-chai_fold2.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~05:01/e5_s100/pred-chai_fold2.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~05:01/e5_s100/pred-chai_fold2.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~05:01/e5_s100/pred-chai_fold2.csv,-0.18794,0.36331,250513/lomo/HLA-DQB1~03:03_HLA-DQA1~05:01/test.csv,0.843196386946387,0.8085607729998638,0.7610294117647058,0.752851711026616,0.5277868824045077
chai,e5,s100,3,plots_HLA-DQB1~03:03_HLA-DQA1~05:01,plots,HLA-DQB1~03:03_HLA-DQA1~05:01,250513/4_lomo_chai,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~05:01/e5_s100/pred-chai_fold3.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~05:01/e5_s100/pred-chai_fold3.csv,/home/hwjang/project/250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~05:01/e5_s100/pred-chai_fold3.csv,250513/4_lomo_chai/plots_HLA-DQB1~03:03_HLA-DQA1~05:01/e5_s100/pred-chai_fold3.csv,0.00794,0.34857,250513/lomo/HLA-DQB1~03:03_HLA-DQA1~05:01/test.csv,0.8463723776223777,0.8248245519869587,0.7443762781186094,0.7623574144486692,0.522800975472273
