model,lr,seed,molecule,roc_auc,pr_auc,f1,accuracy,mcc,n_folds
blosum,e3,s128,H2-IAbB_H2-IAbA,0.6139603253632911,0.8255844003498962,0.8127345791687617,0.7038197845249755,0.10202209367756769,5
blosum,e3,s128,H2-IAdB_H2-IAdA,0.5992689673340358,0.4907380637418489,0.5857595855790819,0.47919999999999996,0.10859565068820883,5
blosum,e3,s128,H2-IEdB_H2-IEdA,0.5684416218856864,0.27473993130079793,0.33447575137949004,0.21785714285714283,-0.0818073576015281,5
blosum,e3,s128,HLA-DPB1~01:01_HLA-DPA1~02:01,0.8325859086764995,0.9186780114206945,0.8308931397763608,0.7158696572154042,0.16844882646372777,5
blosum,e3,s128,HLA-DPB1~02:01_HLA-DPA1~01:03,0.8685813178843322,0.9486576688303462,0.8896713011253882,0.8152312599681022,0.397845854284744,5
blosum,e3,s128,HLA-DPB1~04:01_HLA-DPA1~01:03,0.8063614206128132,0.9301536514916838,0.8996371638511732,0.8298177802319161,0.3963725831550781,5
blosum,e3,s128,HLA-DPB1~04:02_HLA-DPA1~03:01,0.8120580019215498,0.5642619123878866,0.5351701692478181,0.5952868852459016,0.3579870875534108,5
blosum,e3,s128,HLA-DPB1~05:01_HLA-DPA1~02:01,0.7079369440083726,0.35813763745523153,0.419992646766736,0.5956967213114754,0.2341357057525098,5
blosum,e3,s128,HLA-DPB1~05:01_HLA-DPA1~02:02,0.7646104075619313,0.8729433796200181,0.5302461349522838,0.5600705823040081,0.2948506695100076,5
blosum,e3,s128,HLA-DQB1~02:01_HLA-DQA1~05:01,0.7486227002435923,0.8089491445309427,0.7453791190675767,0.6726973684210527,0.31136436945080703,5
blosum,e3,s128,HLA-DQB1~03:01_HLA-DQA1~02:01,0.745864591147787,0.7676929902705787,0.6909974421337259,0.661731843575419,0.33262881683829393,5
blosum,e3,s128,HLA-DQB1~03:01_HLA-DQA1~03:01,0.7955182072829132,0.7753949394640098,0.7038758031979099,0.718421052631579,0.44887602024233003,5
blosum,e3,s128,HLA-DQB1~03:01_HLA-DQA1~05:01,0.6765139867076678,0.7257490927134411,0.7454786819102426,0.5956043956043956,0.045560531511329064,5
blosum,e3,s128,HLA-DQB1~03:02_HLA-DQA1~03:01,0.6540076625445718,0.5902968700546164,0.5465098132208895,0.5865509761388286,0.18785809473396675,5
blosum,e3,s128,HLA-DQB1~03:02_HLA-DQA1~05:01,0.7637028713510412,0.641496805584131,0.6147597213699727,0.6808219178082192,0.36169579663580465,5
blosum,e3,s128,HLA-DQB1~03:03_HLA-DQA1~02:01,0.7698574208665951,0.7294969319793461,0.644213876255895,0.6966292134831461,0.38644249227267624,5
blosum,e3,s128,HLA-DQB1~03:03_HLA-DQA1~05:01,0.7966113053613053,0.7619773722123699,0.6852634313052202,0.7095057034220533,0.4260396803700022,5
blosum,e3,s128,HLA-DQB1~04:02_HLA-DQA1~02:01,0.7725254570653212,0.7182443604769491,0.6669152550013291,0.6905982905982906,0.39205516208632607,5
blosum,e3,s128,HLA-DQB1~04:02_HLA-DQA1~03:03,0.6771858616607476,0.48194106199728637,0.5042668200090346,0.5753320683111954,0.22131276981027437,5
blosum,e3,s128,HLA-DQB1~04:02_HLA-DQA1~05:01,0.7495196163757061,0.7779088440424823,0.6041378903711052,0.6458635703918723,0.3470588642082909,5
blosum,e3,s128,HLA-DQB1~04:02_HLA-DQA1~06:01,0.7705676291534878,0.6062744045111266,0.5738599028614932,0.6304761904761905,0.33414137366147867,5
blosum,e3,s128,HLA-DQB1~05:01_HLA-DQA1~01:01,0.6880316878782357,0.39421864652743654,0.4480806368070952,0.590139534883721,0.22360567903376505,5
blosum,e3,s128,HLA-DQB1~05:01_HLA-DQA1~01:02,0.6169238626541997,0.6817321830008397,0.48365446030647014,0.5162790697674419,0.1143693878248517,5
blosum,e3,s128,HLA-DQB1~05:02_HLA-DQA1~01:02,0.6379012345679012,0.4791910011331984,0.44943846125672715,0.6178571428571429,0.16599978648274538,5
blosum,e3,s128,HLA-DQB1~05:03_HLA-DQA1~01:04,0.6061538461538462,0.37353524690227513,0.374078109935741,0.6203592814371257,0.1320126994278647,5
blosum,e3,s128,HLA-DQB1~06:02_HLA-DQA1~01:02,0.575666683635253,0.43017995458843233,0.4648131984212326,0.5498622589531681,0.10761563413147135,5
blosum,e3,s128,HLA-DQB1~06:03_HLA-DQA1~01:03,0.7437587657784012,0.43799897224724377,0.40268110380675476,0.7472118959107806,0.2528152916292392,5
blosum,e3,s128,HLA-DRB1~01:01_HLA-DRA~01:01,0.6720093366480415,0.8403598638738778,0.8549933226977104,0.7574551937693534,0.194044123373084,5
blosum,e3,s128,HLA-DRB1~03:01_HLA-DRA~01:01,0.7070780653692503,0.6758418298473495,0.6809541279438374,0.619334619093539,0.27771911259246107,5
blosum,e3,s128,HLA-DRB1~04:04_HLA-DRA~01:01,0.584320202186925,0.40833169908778827,0.5505186058915921,0.43736669072247614,0.14249563133730864,5
blosum,e3,s128,HLA-DRB1~04:05_HLA-DRA~01:01,0.706687647170422,0.7785582812078304,0.7959470347361755,0.7043384725708138,0.31378147240430276,5
blosum,e3,s128,HLA-DRB1~07:01_HLA-DRA~01:01,0.7271091482006155,0.5435105568390878,0.5225927971022128,0.6390250735397115,0.28692345686991566,5
blosum,e3,s128,HLA-DRB1~08:01_HLA-DRA~01:01,0.7080288616371091,0.8772186183844605,0.466457403057474,0.45575070821529745,0.184690958868653,5
blosum,e3,s128,HLA-DRB1~08:02_HLA-DRA~01:01,0.6890503175131273,0.6169971539266875,0.6246496740227223,0.6254373522458628,0.2673934986655086,5
blosum,e3,s128,HLA-DRB1~09:01_HLA-DRA~01:01,0.7552813691584641,0.7788806465975469,0.6372619913863493,0.6540902679830747,0.3518003093313603,5
blosum,e3,s128,HLA-DRB1~11:01_HLA-DRA~01:01,0.8088913928566566,0.8095312943196937,0.7750031294092636,0.7399696378225982,0.4781381711747946,5
blosum,e3,s128,HLA-DRB1~12:01_HLA-DRA~01:01,0.7389104973910627,0.6983514222814421,0.7203695763761078,0.6736019242333133,0.3708048141344088,5
blosum,e3,s128,HLA-DRB1~13:01_HLA-DRA~01:01,0.8651502283986361,0.9202860218541307,0.8203313955295549,0.7762912785774767,0.5348764184246273,5
blosum,e3,s128,HLA-DRB1~13:02_HLA-DRA~01:01,0.7063559177760788,0.6514852515201721,0.6754166594368907,0.6401405357927097,0.3093872590410337,5
blosum,e3,s128,HLA-DRB1~14:54_HLA-DRA~01:01,0.8262519864716189,0.9283492055528502,0.8767238500186064,0.797667638483965,0.38255053117871085,5
blosum,e3,s128,HLA-DRB1~15:01_HLA-DRA~01:01,0.7259217991677995,0.485643391044027,0.41917320783841444,0.7156286894923258,0.26791247625179093,5
blosum,e3,s128,HLA-DRB1~16:02_HLA-DRA~01:01,0.6813078703703704,0.8580650148505053,0.8577014054257395,0.7642857142857142,0.19755643068770148,5
blosum,e3,s128,HLA-DRB3~01:01_HLA-DRA~01:01,0.6468208307041312,0.49566956440612736,0.5833299942670017,0.5957087126137841,0.23065560207011265,5
blosum,e3,s128,HLA-DRB3~02:02_HLA-DRA~01:01,0.6962361037712328,0.6867530274734975,0.5708170776848089,0.6107899807321773,0.24416804045491203,5
blosum,e3,s128,HLA-DRB3~03:01_HLA-DRA~01:01,0.7193871174189662,0.8190218209496818,0.7322310627927209,0.6692708333333333,0.3034096435514629,5
blosum,e3,s128,HLA-DRB4~01:01_HLA-DRA~01:01,0.7227079367706695,0.6941579845928951,0.6894614559591158,0.5826284674852206,0.2570308691235356,5
blosum,e3,s128,HLA-DRB5~01:01_HLA-DRA~01:01,0.7558519650788967,0.8328473685101067,0.7881567129726073,0.7186333620442148,0.37672715115966093,5
blosum,e3,s42,H2-IAbB_H2-IAbA,0.6221038912106543,0.8328609109782704,0.7581174116861316,0.6653281096963761,0.09080238935176557,5
blosum,e3,s42,H2-IAdB_H2-IAdA,0.5701988935721813,0.46102718888099536,0.5729654666589228,0.47359999999999997,0.047335661619197084,5
blosum,e3,s42,H2-IEdB_H2-IEdA,0.523790913531998,0.25635411183804024,0.341480299273044,0.22857142857142856,0.021063318227979032,5
blosum,e3,s42,HLA-DPB1~01:01_HLA-DPA1~02:01,0.8565011119347664,0.9278104092044785,0.8460875833675713,0.7466779517562421,0.27909791929987043,5
blosum,e3,s42,HLA-DPB1~02:01_HLA-DPA1~01:03,0.9135339155661135,0.968088937565199,0.8925721189691014,0.8190590111642744,0.43678099063471976,5
blosum,e3,s42,HLA-DPB1~04:01_HLA-DPA1~01:03,0.8667356081708449,0.9544252203049798,0.8977878780171661,0.8397570403092214,0.5293433164626787,5
blosum,e3,s42,HLA-DPB1~04:02_HLA-DPA1~03:01,0.7979884818091445,0.5412342230564672,0.5471616044257611,0.6502049180327869,0.3693352858520345,5
blosum,e3,s42,HLA-DPB1~05:01_HLA-DPA1~02:01,0.7078388278388278,0.3484998674973514,0.4295242397171564,0.5743852459016393,0.24802331435033625,5
blosum,e3,s42,HLA-DPB1~05:01_HLA-DPA1~02:02,0.7465118160937547,0.8568011010231305,0.6230178467536132,0.6114444164355937,0.32628322636160284,5
blosum,e3,s42,HLA-DQB1~02:01_HLA-DQA1~05:01,0.7910781698696369,0.847788989918771,0.7646657361226707,0.6694078947368421,0.3162781743246247,5
blosum,e3,s42,HLA-DQB1~03:01_HLA-DQA1~02:01,0.6780085646411602,0.6904551836361226,0.673448496970876,0.5547486033519553,0.1351755508145238,5
blosum,e3,s42,HLA-DQB1~03:01_HLA-DQA1~03:01,0.7659663865546219,0.7303788615607424,0.6673040162335434,0.6947368421052632,0.39440815208265423,5
blosum,e3,s42,HLA-DQB1~03:01_HLA-DQA1~05:01,0.6834407962173066,0.7555432791394241,0.7444145103888008,0.5932067932067933,0.015272483946809695,5
blosum,e3,s42,HLA-DQB1~03:02_HLA-DQA1~03:01,0.7027208513516932,0.6592555096503563,0.6082787518809092,0.6130771614502634,0.26099232197220346,5
blosum,e3,s42,HLA-DQB1~03:02_HLA-DQA1~05:01,0.7371618013882579,0.6057714303291594,0.618348927570955,0.647123287671233,0.3306562583694017,5
blosum,e3,s42,HLA-DQB1~03:03_HLA-DQA1~02:01,0.7690742285237698,0.7344288739058625,0.6619191364704863,0.6896067415730337,0.37777771727520637,5
blosum,e3,s42,HLA-DQB1~03:03_HLA-DQA1~05:01,0.798668414918415,0.7528731258489121,0.6485479611954129,0.711787072243346,0.4255803045221384,5
blosum,e3,s42,HLA-DQB1~04:02_HLA-DQA1~02:01,0.7842817663510295,0.7317777171309267,0.6863411334891425,0.6811965811965812,0.40687683184766454,5
blosum,e3,s42,HLA-DQB1~04:02_HLA-DQA1~03:03,0.6479519702350752,0.45346454004251413,0.4818920655730019,0.5817836812144213,0.18117306606238265,5
blosum,e3,s42,HLA-DQB1~04:02_HLA-DQA1~05:01,0.7530145565623987,0.7802649363826035,0.5940708201224899,0.6441219158200291,0.3506395542967217,5
blosum,e3,s42,HLA-DQB1~04:02_HLA-DQA1~06:01,0.7835118865421895,0.6245145110214457,0.5955902867447458,0.6719999999999999,0.3793706910584402,5
blosum,e3,s42,HLA-DQB1~05:01_HLA-DQA1~01:01,0.5567025041480046,0.2691060487547928,0.34329263212339384,0.5453023255813954,0.058333839177261856,5
blosum,e3,s42,HLA-DQB1~05:01_HLA-DQA1~01:02,0.6255378329535632,0.6830453287142257,0.38688148682780693,0.4870041039671683,0.10516984143594192,5
blosum,e3,s42,HLA-DQB1~05:02_HLA-DQA1~01:02,0.6666975308641975,0.5127372831346685,0.45390901094453007,0.5857142857142857,0.16666319206797775,5
blosum,e3,s42,HLA-DQB1~05:03_HLA-DQA1~01:04,0.6320683760683761,0.41544351997775814,0.33318402464743924,0.6874251497005989,0.16214927357122483,5
blosum,e3,s42,HLA-DQB1~06:02_HLA-DQA1~01:02,0.5772397624882736,0.43410963591288276,0.33649311060138315,0.5900826446280992,0.08850082497623155,5
blosum,e3,s42,HLA-DQB1~06:03_HLA-DQA1~01:03,0.7393641888733054,0.43062128050918336,0.3733215600224421,0.7553903345724906,0.24451743539948817,5
blosum,e3,s42,HLA-DRB1~01:01_HLA-DRA~01:01,0.6316666218605662,0.8132632986857222,0.8487512032879966,0.7472084076194051,0.15447117549512668,5
blosum,e3,s42,HLA-DRB1~03:01_HLA-DRA~01:01,0.6786564227315672,0.6501899371466237,0.640388598916817,0.6270973963355834,0.2599484078632265,5
blosum,e3,s42,HLA-DRB1~04:04_HLA-DRA~01:01,0.6041177469282322,0.423992471491441,0.552974393114964,0.43507337021890785,0.15258070456556647,5
blosum,e3,s42,HLA-DRB1~04:05_HLA-DRA~01:01,0.686821453681074,0.759734142333277,0.7452952442212835,0.666905700968089,0.2753497143107876,5
blosum,e3,s42,HLA-DRB1~07:01_HLA-DRA~01:01,0.7345443446554433,0.558992421208391,0.5615456458488562,0.6217257318952234,0.3036969500741286,5
blosum,e3,s42,HLA-DRB1~08:01_HLA-DRA~01:01,0.7249217486330888,0.881148234179246,0.5407365352287334,0.4951841359773371,0.21566457036513365,5
blosum,e3,s42,HLA-DRB1~08:02_HLA-DRA~01:01,0.6861531006350262,0.6153358441366412,0.6144560996595386,0.6150354609929078,0.25052341714609117,5
blosum,e3,s42,HLA-DRB1~09:01_HLA-DRA~01:01,0.731901544230355,0.7550467702087296,0.7067740975062511,0.6713681241184768,0.3402348405636473,5
blosum,e3,s42,HLA-DRB1~11:01_HLA-DRA~01:01,0.7939871109961253,0.7969697063728873,0.7575195346563246,0.6801127738017784,0.39242954512733874,5
blosum,e3,s42,HLA-DRB1~12:01_HLA-DRA~01:01,0.7098568050864871,0.6668818125172732,0.7179751607025271,0.6301864101022249,0.30975431117472424,5
blosum,e3,s42,HLA-DRB1~13:01_HLA-DRA~01:01,0.8568847712796757,0.9107071897248264,0.8465830035234136,0.7922099915325995,0.5297442133673879,5
blosum,e3,s42,HLA-DRB1~13:02_HLA-DRA~01:01,0.7008229666108479,0.6413838183384859,0.6119786880644,0.6396135265700483,0.286846725008394,5
blosum,e3,s42,HLA-DRB1~14:54_HLA-DRA~01:01,0.7888833992094861,0.9067072170188986,0.8786948493108545,0.8005830903790088,0.38138315690045443,5
blosum,e3,s42,HLA-DRB1~15:01_HLA-DRA~01:01,0.7356209457660803,0.4972484285084325,0.4518277020087821,0.7261953955135774,0.28356587477072476,5
blosum,e3,s42,HLA-DRB1~16:02_HLA-DRA~01:01,0.6266203703703703,0.8508591153850917,0.8264473016094807,0.72,0.09871031576456452,5
blosum,e3,s42,HLA-DRB3~01:01_HLA-DRA~01:01,0.6499351316191819,0.49728731059828135,0.5686192347534815,0.6005201560468141,0.2232912405433173,5
blosum,e3,s42,HLA-DRB3~02:02_HLA-DRA~01:01,0.7039952664246595,0.6868810169777351,0.6220817774935856,0.6298265895953757,0.27081885657174337,5
blosum,e3,s42,HLA-DRB3~03:01_HLA-DRA~01:01,0.7424402364190792,0.8294704345658376,0.7798980299153273,0.7088541666666667,0.3508986544670381,5
blosum,e3,s42,HLA-DRB4~01:01_HLA-DRA~01:01,0.7310093519821237,0.6945810617864379,0.696121039912571,0.5954524783992724,0.28483748959082555,5
blosum,e3,s42,HLA-DRB5~01:01_HLA-DRA~01:01,0.754942823047227,0.8318310332287323,0.8105185172081224,0.7293712316968131,0.36768630977023026,5
chai,e5,s100,H2-IAbB_H2-IAbA,0.6750083622005467,0.8632614446417787,0.7831408007764906,0.6846229187071499,0.1833024003353284,5
chai,e5,s100,H2-IAdB_H2-IAdA,0.6671891464699684,0.5584429717708213,0.5966560583989216,0.6032,0.24305067876926847,5
chai,e5,s100,H2-IEdB_H2-IEdA,0.6115290669272105,0.25457361383239435,0.37329889459997884,0.4196428571428571,0.13130121157717173,5
chai,e5,s100,HLA-DPB1~01:01_HLA-DPA1~02:01,0.9542174279798573,0.9816683757566811,0.8865847841745629,0.8231062209056285,0.5547189234124289,5
chai,e5,s100,HLA-DPB1~02:01_HLA-DPA1~01:03,0.9562330031312021,0.9854014690965462,0.9228878913526568,0.8714513556618819,0.5903164809465213,5
chai,e5,s100,HLA-DPB1~04:01_HLA-DPA1~01:03,0.975963695450325,0.9931831428217425,0.9597523356308203,0.9364439536167863,0.8098058708675901,5
chai,e5,s100,HLA-DPB1~04:02_HLA-DPA1~03:01,0.8511776433803725,0.6396122636153343,0.6407517354836514,0.7938524590163935,0.5076108655669787,5
chai,e5,s100,HLA-DPB1~05:01_HLA-DPA1~02:01,0.8570107273678703,0.6008909260248132,0.5765177945709408,0.775,0.4666915159030607,5
chai,e5,s100,HLA-DPB1~05:01_HLA-DPA1~02:02,0.8335314777143725,0.9070515700247993,0.8308794304819663,0.770960423493824,0.480952698302498,5
chai,e5,s100,HLA-DQB1~02:01_HLA-DQA1~05:01,0.8419990571414153,0.8959519864818206,0.779765813701901,0.7130482456140351,0.4080913906608853,5
chai,e5,s100,HLA-DQB1~03:01_HLA-DQA1~02:01,0.7888112653163291,0.8114034332916201,0.7353573226177562,0.6743016759776536,0.3691238505724411,5
chai,e5,s100,HLA-DQB1~03:01_HLA-DQA1~03:01,0.7764705882352942,0.7526591907823456,0.6771501985096575,0.6868421052631579,0.38311620210223096,5
chai,e5,s100,HLA-DQB1~03:01_HLA-DQA1~05:01,0.7731218794431769,0.8267797781554762,0.7535773974157234,0.6201798201798201,0.13666451216846004,5
chai,e5,s100,HLA-DQB1~03:02_HLA-DQA1~03:01,0.7321471246491161,0.6791895640932368,0.6220875837188431,0.6573287883483111,0.32425934335991724,5
chai,e5,s100,HLA-DQB1~03:02_HLA-DQA1~05:01,0.7690487006000908,0.6358532855493846,0.6547026122604807,0.684931506849315,0.40098852579914485,5
chai,e5,s100,HLA-DQB1~03:03_HLA-DQA1~02:01,0.890295881488542,0.8749754688219855,0.7589983561317857,0.7952247191011236,0.5920495389377142,5
chai,e5,s100,HLA-DQB1~03:03_HLA-DQA1~05:01,0.8420775058275058,0.8135855209763264,0.7426303045846799,0.7536121673003803,0.5120957583267263,5
chai,e5,s100,HLA-DQB1~04:02_HLA-DQA1~02:01,0.8465339386042805,0.8119166530791176,0.7087555807892049,0.7635327635327636,0.5219018515383029,5
chai,e5,s100,HLA-DQB1~04:02_HLA-DQA1~03:03,0.7584508709622865,0.5659022830463705,0.5539862117778893,0.559392789373814,0.3013177852486426,5
chai,e5,s100,HLA-DQB1~04:02_HLA-DQA1~05:01,0.8451782453625489,0.8761289364756104,0.6745923819962358,0.7108853410740202,0.4884173500579411,5
chai,e5,s100,HLA-DQB1~04:02_HLA-DQA1~06:01,0.8396830255416114,0.6868973833452613,0.6406660647169277,0.6952380952380952,0.4564893704634,5
chai,e5,s100,HLA-DQB1~05:01_HLA-DQA1~01:01,0.7090603930294341,0.46276353070999193,0.45983115613320613,0.6653023255813953,0.25163744162797075,5
chai,e5,s100,HLA-DQB1~05:01_HLA-DQA1~01:02,0.6810465938555825,0.7533717391824691,0.606269257944527,0.5972640218878249,0.2387063786601769,5
chai,e5,s100,HLA-DQB1~05:02_HLA-DQA1~01:02,0.7327160493827161,0.6170338273821516,0.5891817188371771,0.6107142857142857,0.2938532126708926,5
chai,e5,s100,HLA-DQB1~05:03_HLA-DQA1~01:04,0.6878974358974359,0.5086058971455498,0.4795972418287805,0.5664670658682635,0.19036023526420862,5
chai,e5,s100,HLA-DQB1~06:02_HLA-DQA1~01:02,0.6656711560697846,0.5183986796655524,0.44203222909916784,0.6438934802571167,0.19840861909819774,5
chai,e5,s100,HLA-DQB1~06:03_HLA-DQA1~01:03,0.819058750194795,0.5870490141693618,0.5499790384218285,0.7234200743494423,0.39439920487245567,5
chai,e5,s100,HLA-DRB1~01:01_HLA-DRA~01:01,0.7606811942193528,0.8914907656219506,0.8534606674550155,0.7739513934503144,0.3630763352339252,5
chai,e5,s100,HLA-DRB1~03:01_HLA-DRA~01:01,0.7338796811882072,0.7215646031607004,0.6700381385909561,0.6612825458052074,0.3265892593896146,5
chai,e5,s100,HLA-DRB1~04:04_HLA-DRA~01:01,0.7046574726178817,0.5585589879375057,0.5870362777942912,0.5496271349530912,0.2609164773670659,5
chai,e5,s100,HLA-DRB1~04:05_HLA-DRA~01:01,0.8380290602296696,0.8922401522347213,0.8274747725618911,0.7786303334528505,0.5192486903776802,5
chai,e5,s100,HLA-DRB1~07:01_HLA-DRA~01:01,0.7529708682235208,0.5632077190246231,0.5712077134046417,0.6903768034738759,0.3554308234403506,5
chai,e5,s100,HLA-DRB1~08:01_HLA-DRA~01:01,0.838606058193687,0.9417752912955851,0.8380228587681238,0.7707648725212465,0.46570698842031516,5
chai,e5,s100,HLA-DRB1~08:02_HLA-DRA~01:01,0.745083790195426,0.6634283814318911,0.6847137373622821,0.6835933806146572,0.38412575879650934,5
chai,e5,s100,HLA-DRB1~09:01_HLA-DRA~01:01,0.8214192731096164,0.8327194660335122,0.7636328666315746,0.745345557122708,0.4938712663771024,5
chai,e5,s100,HLA-DRB1~11:01_HLA-DRA~01:01,0.8695642528719981,0.8756327158879064,0.8010307861064048,0.781869442637172,0.5687652955074568,5
chai,e5,s100,HLA-DRB1~12:01_HLA-DRA~01:01,0.8042619876542139,0.8034347041625507,0.742622364767956,0.7259170174383643,0.4549030590935085,5
chai,e5,s100,HLA-DRB1~13:01_HLA-DRA~01:01,0.8939722061378111,0.942209514772739,0.8578704582719071,0.8150719729043183,0.5965670114871274,5
chai,e5,s100,HLA-DRB1~13:02_HLA-DRA~01:01,0.7388248330851923,0.6942422275016646,0.6766073365573015,0.6696530522617479,0.35112115118779064,5
chai,e5,s100,HLA-DRB1~14:54_HLA-DRA~01:01,0.9084684813169798,0.9665281517665724,0.906390785599557,0.8559766763848395,0.6011349049885104,5
chai,e5,s100,HLA-DRB1~15:01_HLA-DRA~01:01,0.7391641662043706,0.5064132019476408,0.5339343979812833,0.6297225501770957,0.31026685819170285,5
chai,e5,s100,HLA-DRB1~16:02_HLA-DRA~01:01,0.7837962962962962,0.9193706704834843,0.8729019504813154,0.7928571428571429,0.349238088282111,5
chai,e5,s100,HLA-DRB3~01:01_HLA-DRA~01:01,0.7649560503463476,0.6847890928379236,0.6444223139098091,0.6705461638491548,0.37003147127784464,5
chai,e5,s100,HLA-DRB3~02:02_HLA-DRA~01:01,0.850137963202655,0.8579536690517113,0.7942185679510969,0.7526011560693642,0.5166806084728133,5
chai,e5,s100,HLA-DRB3~03:01_HLA-DRA~01:01,0.7855106727402779,0.8670178059690041,0.7374353597504563,0.6903645833333334,0.3839474883096651,5
chai,e5,s100,HLA-DRB4~01:01_HLA-DRA~01:01,0.7882428204915998,0.7701239208738475,0.7308939850884701,0.6923146884947704,0.41291727955249086,5
chai,e5,s100,HLA-DRB5~01:01_HLA-DRA~01:01,0.8503060051502345,0.9088421577547006,0.843073118673124,0.7861039333907551,0.512605243295015,5
chai,e5,s128,H2-IAbB_H2-IAbA,0.6616191014447063,0.8598612024006134,0.7930851558527346,0.6882468168462291,0.15920364932695255,5
chai,e5,s128,H2-IAdB_H2-IAdA,0.6730110642781876,0.5602984548457501,0.6138066725733513,0.6288,0.2803210974704166,5
chai,e5,s128,H2-IEdB_H2-IEdA,0.6046897899364925,0.24969624293388426,0.3885531809830875,0.4392857142857142,0.17837301532787153,5
chai,e5,s128,HLA-DPB1~01:01_HLA-DPA1~02:01,0.9383652428789311,0.9747205457390304,0.8858240889604454,0.8266610241218789,0.5664045162813102,5
chai,e5,s128,HLA-DPB1~02:01_HLA-DPA1~01:03,0.9223157867308253,0.9729112221970059,0.9025658003063584,0.8362041467304625,0.48330629792518065,5
chai,e5,s128,HLA-DPB1~04:01_HLA-DPA1~01:03,0.9694876508820798,0.9914019320453263,0.9354679432329934,0.902263942573164,0.7457650019276368,5
chai,e5,s128,HLA-DPB1~04:02_HLA-DPA1~03:01,0.8476799786741307,0.6365813519157563,0.6339055896083253,0.7985655737704918,0.5001462318116918,5
chai,e5,s128,HLA-DPB1~05:01_HLA-DPA1~02:01,0.8466431187859758,0.5783697089855104,0.5749404862389277,0.8020491803278688,0.46009772564724677,5
chai,e5,s128,HLA-DPB1~05:01_HLA-DPA1~02:02,0.8263149983067208,0.9034034412950431,0.7998166280898438,0.7492311570456265,0.47845229035136694,5
chai,e5,s128,HLA-DQB1~02:01_HLA-DQA1~05:01,0.849208848100066,0.9022054531181665,0.7870498253466465,0.7379385964912281,0.4623988288752491,5
chai,e5,s128,HLA-DQB1~03:01_HLA-DQA1~02:01,0.7444095398849713,0.7642839148093068,0.7170821351268336,0.6379888268156424,0.2985669278936619,5
chai,e5,s128,HLA-DQB1~03:01_HLA-DQA1~03:01,0.811624649859944,0.8072901027233925,0.7076072645549485,0.7447368421052631,0.4844964174627931,5
chai,e5,s128,HLA-DQB1~03:01_HLA-DQA1~05:01,0.7618812617795854,0.8233542116280292,0.7548692363683707,0.6255744255744256,0.17247430119300386,5
chai,e5,s128,HLA-DQB1~03:02_HLA-DQA1~03:01,0.7121187694408618,0.6507572957663469,0.5725455514355187,0.6640223117446544,0.3055239695828652,5
chai,e5,s128,HLA-DQB1~03:02_HLA-DQA1~05:01,0.7826635108104016,0.6595328425186662,0.6577519810057246,0.7071232876712329,0.4175972482494978,5
chai,e5,s128,HLA-DQB1~03:03_HLA-DQA1~02:01,0.8796949839151674,0.8612620501555999,0.7404979802954408,0.7831460674157303,0.5700489832357796,5
chai,e5,s128,HLA-DQB1~03:03_HLA-DQA1~05:01,0.8478787878787879,0.8225648807114851,0.7302159550075944,0.7475285171102661,0.5032823606963787,5
chai,e5,s128,HLA-DQB1~04:02_HLA-DQA1~02:01,0.845539722980655,0.8032613186685097,0.7366830443222032,0.7712250712250712,0.5400836499541037,5
chai,e5,s128,HLA-DQB1~04:02_HLA-DQA1~03:03,0.7331608320649418,0.5345062433555268,0.5390712429171188,0.5115749525616698,0.26331563669752633,5
chai,e5,s128,HLA-DQB1~04:02_HLA-DQA1~05:01,0.8433335039847097,0.8746322387150489,0.7343629325514661,0.743976777939042,0.5213271178536169,5
chai,e5,s128,HLA-DQB1~04:02_HLA-DQA1~06:01,0.8491072339557189,0.6960320679676911,0.6501198796867652,0.7028571428571428,0.4732056669917809,5
chai,e5,s128,HLA-DQB1~05:01_HLA-DQA1~01:01,0.7293333461210163,0.4822609887251028,0.46753626462985337,0.6952558139534883,0.27814526601832557,5
chai,e5,s128,HLA-DQB1~05:01_HLA-DQA1~01:02,0.6935318613970299,0.7675928504349876,0.5608119635467171,0.5808481532147743,0.23759928380071188,5
chai,e5,s128,HLA-DQB1~05:02_HLA-DQA1~01:02,0.7358641975308642,0.6313738659750011,0.5866169830518614,0.6666666666666666,0.34193802840271587,5
chai,e5,s128,HLA-DQB1~05:03_HLA-DQA1~01:04,0.667042735042735,0.49353469984099674,0.47776256445014387,0.6107784431137725,0.20690848274373025,5
chai,e5,s128,HLA-DQB1~06:02_HLA-DQA1~01:02,0.681492120515748,0.5533164407539828,0.46617935988629056,0.6657483930211203,0.24024919892575364,5
chai,e5,s128,HLA-DQB1~06:03_HLA-DQA1~01:03,0.8523453327099892,0.6232588553665077,0.6096555171447258,0.7717472118959108,0.4824954126987122,5
chai,e5,s128,HLA-DRB1~01:01_HLA-DRA~01:01,0.7571584018277115,0.8861939367945089,0.8539609852066319,0.774176597541522,0.3611414937591018,5
chai,e5,s128,HLA-DRB1~03:01_HLA-DRA~01:01,0.7712179923523854,0.7602118515534608,0.6894148441243442,0.6959016393442623,0.39594845110077936,5
chai,e5,s128,HLA-DRB1~04:04_HLA-DRA~01:01,0.6922713679023034,0.5352262486131694,0.5777114868236384,0.5174404618715419,0.23265026213157336,5
chai,e5,s128,HLA-DRB1~04:05_HLA-DRA~01:01,0.8186436885511178,0.8790860056152712,0.7868132712294711,0.7429903191107924,0.4723131986301395,5
