model,lr,seed,fold,dir,kind,group,root,rel,path,val_auc,val_loss,test_path,serotype,roc_auc,pr_auc,f1,accuracy,mcc
boltz,e5,s42,2,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-boltz_fold2.csv,250513/1_bulk/2/plots/e5_s42/pred-boltz_fold2.csv,-0.17635,0.45976,dataset/full/test.csv,H2,0.8145857470637679,0.9103852019831886,0.8549075391180654,0.7794594594594595,0.4189779114355056
boltz,e5,s42,3,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-boltz_fold3.csv,250513/1_bulk/2/plots/e5_s42/pred-boltz_fold3.csv,0.10612,0.43535,dataset/full/test.csv,DR,0.8807327054108439,0.8957970324290521,0.815558073043103,0.7962516015613361,0.5910080446189491
boltz,e5,s42,3,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-boltz_fold3.csv,250513/1_bulk/2/plots/e5_s42/pred-boltz_fold3.csv,0.10612,0.43535,dataset/full/test.csv,DP,0.9744633311770536,0.9942599399712302,0.9591284748309542,0.933561309233024,0.7818832877308011
boltz,e5,s42,3,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-boltz_fold3.csv,250513/1_bulk/2/plots/e5_s42/pred-boltz_fold3.csv,0.10612,0.43535,dataset/full/test.csv,DQ,0.8692693555781638,0.8861851935655063,0.7959615697769094,0.7793237055301162,0.5579107402391755
boltz,e5,s42,3,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-boltz_fold3.csv,250513/1_bulk/2/plots/e5_s42/pred-boltz_fold3.csv,0.10612,0.43535,dataset/full/test.csv,H2,0.8338047206887934,0.9195258400089884,0.8567229977957385,0.7891891891891892,0.4636912064704124
boltz,e5,s42,4,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-boltz_fold4.csv,250513/1_bulk/2/plots/e5_s42/pred-boltz_fold4.csv,-1.08938,0.43742,dataset/full/test.csv,DR,0.878889538739612,0.8938510137520774,0.8098993288590604,0.7974434611602753,0.5931657830802038
boltz,e5,s42,4,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-boltz_fold4.csv,250513/1_bulk/2/plots/e5_s42/pred-boltz_fold4.csv,-1.08938,0.43742,dataset/full/test.csv,DP,0.9731759199472958,0.993891113644877,0.9498575059693444,0.9204934049829018,0.7663732650679715
boltz,e5,s42,4,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-boltz_fold4.csv,250513/1_bulk/2/plots/e5_s42/pred-boltz_fold4.csv,-1.08938,0.43742,dataset/full/test.csv,DQ,0.8650906182467677,0.8867123112840649,0.7862248213125406,0.7682282493835858,0.5356541334423627
boltz,e5,s42,4,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-boltz_fold4.csv,250513/1_bulk/2/plots/e5_s42/pred-boltz_fold4.csv,-1.08938,0.43742,dataset/full/test.csv,H2,0.8585383584361299,0.9386631071554632,0.8677248677248677,0.8108108108108109,0.5358632777294925
chai,e5,s100,0,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s100/pred-chai_fold0.csv,250513/1_bulk/2/plots/e5_s100/pred-chai_fold0.csv,-0.28609,0.37605,dataset/full/test.csv,DR,0.8911561088434028,0.9056439055961604,0.8237738531357647,0.8079318256309407,0.6140514836657365
chai,e5,s100,0,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s100/pred-chai_fold0.csv,250513/1_bulk/2/plots/e5_s100/pred-chai_fold0.csv,-0.28609,0.37605,dataset/full/test.csv,DP,0.9810817492225822,0.9956478938184232,0.966553927095077,0.9456521739130436,0.8218786250944039
chai,e5,s100,0,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s100/pred-chai_fold0.csv,250513/1_bulk/2/plots/e5_s100/pred-chai_fold0.csv,-0.28609,0.37605,dataset/full/test.csv,DQ,0.8818629374155302,0.901452431088554,0.8054195233431276,0.7900669249735822,0.5794452111427029
chai,e5,s100,0,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s100/pred-chai_fold0.csv,250513/1_bulk/2/plots/e5_s100/pred-chai_fold0.csv,-0.28609,0.37605,dataset/full/test.csv,H2,0.8313909902542085,0.9218832664692934,0.8594202898550725,0.7902702702702703,0.4584322255328068
chai,e5,s100,1,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s100/pred-chai_fold1.csv,250513/1_bulk/2/plots/e5_s100/pred-chai_fold1.csv,-0.65225,0.38802,dataset/full/test.csv,DR,0.8973534064650792,0.9113080417081142,0.8234559136731506,0.8147552218348678,0.6288537277853157
chai,e5,s100,1,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s100/pred-chai_fold1.csv,250513/1_bulk/2/plots/e5_s100/pred-chai_fold1.csv,-0.65225,0.38802,dataset/full/test.csv,DP,0.9809544184714212,0.995653180568418,0.9680132151974772,0.9479726428920372,0.8288443401412396
chai,e5,s100,1,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s100/pred-chai_fold1.csv,250513/1_bulk/2/plots/e5_s100/pred-chai_fold1.csv,-0.65225,0.38802,dataset/full/test.csv,DQ,0.8881061810753855,0.9074168941628762,0.8013781223083548,0.7969355406833392,0.5944166599998817
chai,e5,s100,1,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s100/pred-chai_fold1.csv,250513/1_bulk/2/plots/e5_s100/pred-chai_fold1.csv,-0.65225,0.38802,dataset/full/test.csv,H2,0.8665065085531247,0.93994100182576,0.8669201520912547,0.8108108108108109,0.5398198688534924
chai,e5,s100,2,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s100/pred-chai_fold2.csv,250513/1_bulk/2/plots/e5_s100/pred-chai_fold2.csv,-0.51817,0.38663,dataset/full/test.csv,DR,0.8911056809089424,0.9046804379237224,0.8221122112211221,0.8072763028515241,0.6126337006601464
chai,e5,s100,2,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s100/pred-chai_fold2.csv,250513/1_bulk/2/plots/e5_s100/pred-chai_fold2.csv,-0.51817,0.38663,dataset/full/test.csv,DP,0.978981685726054,0.995273442750258,0.9610687022900763,0.93771372740596,0.8097457636576445
chai,e5,s100,2,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s100/pred-chai_fold2.csv,250513/1_bulk/2/plots/e5_s100/pred-chai_fold2.csv,-0.51817,0.38663,dataset/full/test.csv,DQ,0.8704605101552702,0.8910092701342809,0.7953565505804312,0.7826699542092286,0.564171100358039
chai,e5,s100,2,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s100/pred-chai_fold2.csv,250513/1_bulk/2/plots/e5_s100/pred-chai_fold2.csv,-0.51817,0.38663,dataset/full/test.csv,H2,0.8650071560008177,0.9380789243198532,0.8703296703296703,0.8086486486486486,0.5125073349188976
chai,e5,s100,3,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s100/pred-chai_fold3.csv,250513/1_bulk/2/plots/e5_s100/pred-chai_fold3.csv,-0.64471,0.38083,dataset/full/test.csv,DR,0.8951357448271513,0.9093174664021932,0.8269483362521891,0.8115669974077053,0.6213632055570866
chai,e5,s100,3,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s100/pred-chai_fold3.csv,250513/1_bulk/2/plots/e5_s100/pred-chai_fold3.csv,-0.64471,0.38083,dataset/full/test.csv,DP,0.980614240762586,0.9956671862770552,0.9649309245483528,0.9435759648265756,0.8229873793998043
chai,e5,s100,3,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s100/pred-chai_fold3.csv,250513/1_bulk/2/plots/e5_s100/pred-chai_fold3.csv,-0.64471,0.38083,dataset/full/test.csv,DQ,0.8851243166586611,0.9024826588952078,0.8066865276398544,0.7942937654103558,0.5875343129031861
chai,e5,s100,3,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s100/pred-chai_fold3.csv,250513/1_bulk/2/plots/e5_s100/pred-chai_fold3.csv,-0.64471,0.38083,dataset/full/test.csv,H2,0.8446523092301051,0.9282135687546024,0.8571428571428571,0.7848648648648648,0.4387995050554609
chai,e5,s100,4,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s100/pred-chai_fold4.csv,250513/1_bulk/2/plots/e5_s100/pred-chai_fold4.csv,-0.58749,0.38307,dataset/full/test.csv,DR,0.8961754065651509,0.9103921410879928,0.8220459053556248,0.8128780429665385,0.6249237931472822
chai,e5,s100,4,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s100/pred-chai_fold4.csv,250513/1_bulk/2/plots/e5_s100/pred-chai_fold4.csv,-0.58749,0.38307,dataset/full/test.csv,DP,0.9812932056728332,0.9957664043280644,0.9679970160387916,0.9476062530532486,0.8237381346333131
chai,e5,s100,4,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s100/pred-chai_fold4.csv,250513/1_bulk/2/plots/e5_s100/pred-chai_fold4.csv,-0.58749,0.38307,dataset/full/test.csv,DQ,0.879921872591461,0.9011278540646386,0.7995958235095992,0.7904191616766467,0.579962499164623
chai,e5,s100,4,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s100/pred-chai_fold4.csv,250513/1_bulk/2/plots/e5_s100/pred-chai_fold4.csv,-0.58749,0.38307,dataset/full/test.csv,H2,0.863666825688907,0.9397604700103862,0.847723704866562,0.7902702702702703,0.5145939196704061
chai,e5,s128,0,plots,plots,,250513/1_bulk,250513/1_bulk/4/plots/e5_s128/pred-chai_fold0.csv,250513/1_bulk/4/plots/e5_s128/pred-chai_fold0.csv,-0.84791,0.37438,dataset/full/test.csv,DR,0.8938439398520296,0.9079061206286324,0.8144118072637824,0.8089151098000655,0.619146142918922
chai,e5,s128,0,plots,plots,,250513/1_bulk,250513/1_bulk/4/plots/e5_s128/pred-chai_fold0.csv,250513/1_bulk/4/plots/e5_s128/pred-chai_fold0.csv,-0.84791,0.37438,dataset/full/test.csv,DP,0.981442784542762,0.995867520501062,0.9667372240701542,0.9462628236443577,0.8281902479715973
chai,e5,s128,0,plots,plots,,250513/1_bulk,250513/1_bulk/4/plots/e5_s128/pred-chai_fold0.csv,250513/1_bulk/4/plots/e5_s128/pred-chai_fold0.csv,-0.84791,0.37438,dataset/full/test.csv,DQ,0.8833781104027003,0.9041606268950372,0.784856206771023,0.7918281084889045,0.5925398493686117
chai,e5,s128,0,plots,plots,,250513/1_bulk,250513/1_bulk/4/plots/e5_s128/pred-chai_fold0.csv,250513/1_bulk/4/plots/e5_s128/pred-chai_fold0.csv,-0.84791,0.37438,dataset/full/test.csv,H2,0.8541993230196052,0.9335643062827615,0.8612585291887794,0.8021621621621622,0.5166880739910504
chai,e5,s128,1,plots,plots,,250513/1_bulk,250513/1_bulk/4/plots/e5_s128/pred-chai_fold1.csv,250513/1_bulk/4/plots/e5_s128/pred-chai_fold1.csv,-0.20005,0.40213,dataset/full/test.csv,DR,0.8921799017880864,0.9068416656272148,0.8240028470530264,0.8084383659604899,0.6150422337274496
chai,e5,s128,1,plots,plots,,250513/1_bulk,250513/1_bulk/4/plots/e5_s128/pred-chai_fold1.csv,250513/1_bulk/4/plots/e5_s128/pred-chai_fold1.csv,-0.20005,0.40213,dataset/full/test.csv,DP,0.9785146738758516,0.995038436167201,0.9642327100029684,0.941133365901319,0.7990045174098469
chai,e5,s128,1,plots,plots,,250513/1_bulk,250513/1_bulk/4/plots/e5_s128/pred-chai_fold1.csv,250513/1_bulk/4/plots/e5_s128/pred-chai_fold1.csv,-0.20005,0.40213,dataset/full/test.csv,DQ,0.8828889439175286,0.9019007428871816,0.7988971221781836,0.794469883761888,0.589511459545698
chai,e5,s128,1,plots,plots,,250513/1_bulk,250513/1_bulk/4/plots/e5_s128/pred-chai_fold1.csv,250513/1_bulk/4/plots/e5_s128/pred-chai_fold1.csv,-0.20005,0.40213,dataset/full/test.csv,H2,0.8520014084827006,0.9314239935772964,0.8777292576419214,0.8183783783783783,0.5350665779181987
chai,e5,s128,2,plots,plots,,250513/1_bulk,250513/1_bulk/4/plots/e5_s128/pred-chai_fold2.csv,250513/1_bulk/4/plots/e5_s128/pred-chai_fold2.csv,-0.69847,0.38501,dataset/full/test.csv,DR,0.8945386090682359,0.9090846431572964,0.8224083651900157,0.8117457763475463,0.6221330309802284
chai,e5,s128,2,plots,plots,,250513/1_bulk,250513/1_bulk/4/plots/e5_s128/pred-chai_fold2.csv,250513/1_bulk/4/plots/e5_s128/pred-chai_fold2.csv,-0.69847,0.38501,dataset/full/test.csv,DP,0.97786630012891,0.994977888157365,0.96386990159994,0.9412554958475818,0.8070019304114031
chai,e5,s128,2,plots,plots,,250513/1_bulk,250513/1_bulk/4/plots/e5_s128/pred-chai_fold2.csv,250513/1_bulk/4/plots/e5_s128/pred-chai_fold2.csv,-0.69847,0.38501,dataset/full/test.csv,DQ,0.8827507093224813,0.90176628713613,0.7860642351660315,0.7923564635435012,0.592958213732199
chai,e5,s128,2,plots,plots,,250513/1_bulk,250513/1_bulk/4/plots/e5_s128/pred-chai_fold2.csv,250513/1_bulk/4/plots/e5_s128/pred-chai_fold2.csv,-0.69847,0.38501,dataset/full/test.csv,H2,0.8451293759512938,0.9291660244803368,0.8524590163934426,0.7956756756756757,0.5228446685526681
chai,e5,s128,3,plots,plots,,250513/1_bulk,250513/1_bulk/4/plots/e5_s128/pred-chai_fold3.csv,250513/1_bulk/4/plots/e5_s128/pred-chai_fold3.csv,-2.90733,0.3964,dataset/full/test.csv,DR,0.8964751508349926,0.9106108686954052,0.8191400271448785,0.8133845832960878,0.6278299805526782
chai,e5,s128,3,plots,plots,,250513/1_bulk,250513/1_bulk/4/plots/e5_s128/pred-chai_fold3.csv,250513/1_bulk/4/plots/e5_s128/pred-chai_fold3.csv,-2.90733,0.3964,dataset/full/test.csv,DP,0.9778107791539498,0.994996908644482,0.955880092236741,0.9298974108451392,0.7928163407005121
chai,e5,s128,3,plots,plots,,250513/1_bulk,250513/1_bulk/4/plots/e5_s128/pred-chai_fold3.csv,250513/1_bulk/4/plots/e5_s128/pred-chai_fold3.csv,-2.90733,0.3964,dataset/full/test.csv,DQ,0.8887881549858434,0.9067115089330102,0.7914265129682997,0.7960549489256781,0.5989265340584183
chai,e5,s128,3,plots,plots,,250513/1_bulk,250513/1_bulk/4/plots/e5_s128/pred-chai_fold3.csv,250513/1_bulk/4/plots/e5_s128/pred-chai_fold3.csv,-2.90733,0.3964,dataset/full/test.csv,H2,0.8471398714191599,0.9318321985664068,0.8378378378378378,0.7794594594594595,0.5001906573868757
chai,e5,s128,4,plots,plots,,250513/1_bulk,250513/1_bulk/4/plots/e5_s128/pred-chai_fold4.csv,250513/1_bulk/4/plots/e5_s128/pred-chai_fold4.csv,-0.09923,0.38899,dataset/full/test.csv,DR,0.8976442404689672,0.9101443718535492,0.8262176454216532,0.8139507166055838,0.6261727246337038
chai,e5,s128,4,plots,plots,,250513/1_bulk,250513/1_bulk/4/plots/e5_s128/pred-chai_fold4.csv,250513/1_bulk/4/plots/e5_s128/pred-chai_fold4.csv,-0.09923,0.38899,dataset/full/test.csv,DP,0.9799502734681153,0.9954723370562294,0.964355542186795,0.9421104054714216,0.8106441522148958
chai,e5,s128,4,plots,plots,,250513/1_bulk,250513/1_bulk/4/plots/e5_s128/pred-chai_fold4.csv,250513/1_bulk/4/plots/e5_s128/pred-chai_fold4.csv,-0.09923,0.38899,dataset/full/test.csv,DQ,0.8787433978063461,0.8997274926405991,0.7975016436554898,0.7830221909122931,0.5650060577225389
chai,e5,s128,4,plots,plots,,250513/1_bulk,250513/1_bulk/4/plots/e5_s128/pred-chai_fold4.csv,250513/1_bulk/4/plots/e5_s128/pred-chai_fold4.csv,-0.09923,0.38899,dataset/full/test.csv,H2,0.8694086644403552,0.9415654229977756,0.8759124087591241,0.8162162162162162,0.53057826259683
chai,e5,s42,0,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-chai_fold0.csv,250513/1_bulk/2/plots/e5_s42/pred-chai_fold0.csv,-0.81677,0.3808,dataset/full/test.csv,DR,0.8910293474322983,0.9064765771854336,0.8160474128105767,0.8076338607312059,0.6148654242753175
chai,e5,s42,0,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-chai_fold0.csv,250513/1_bulk/2/plots/e5_s42/pred-chai_fold0.csv,-0.81677,0.3808,dataset/full/test.csv,DP,0.9792613763619896,0.9954040854278762,0.9641125121241512,0.9412554958475818,0.80244532465681
chai,e5,s42,0,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-chai_fold0.csv,250513/1_bulk/2/plots/e5_s42/pred-chai_fold0.csv,-0.81677,0.3808,dataset/full/test.csv,DQ,0.886921366394275,0.905441777265838,0.8035220994475138,0.7995773159563226,0.599911505571024
chai,e5,s42,0,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-chai_fold0.csv,250513/1_bulk/2/plots/e5_s42/pred-chai_fold0.csv,-0.81677,0.3808,dataset/full/test.csv,H2,0.857612621822395,0.9355456530328428,0.8709917971662938,0.812972972972973,0.5330360555831105
chai,e5,s42,1,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-chai_fold1.csv,250513/1_bulk/2/plots/e5_s42/pred-chai_fold1.csv,0.00427,0.41051,dataset/full/test.csv,DR,0.9030421433941168,0.9159444373012792,0.8345716369924081,0.8175560918923751,0.6340547418537908
chai,e5,s42,1,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-chai_fold1.csv,250513/1_bulk/2/plots/e5_s42/pred-chai_fold1.csv,0.00427,0.41051,dataset/full/test.csv,DP,0.9822428229207668,0.9959773985995404,0.9691399536725696,0.9495603321934538,0.8311838061720743
chai,e5,s42,1,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-chai_fold1.csv,250513/1_bulk/2/plots/e5_s42/pred-chai_fold1.csv,0.00427,0.41051,dataset/full/test.csv,DQ,0.8862581635484323,0.9058627124093608,0.8063416297306512,0.7999295526593871,0.5996110451166067
chai,e5,s42,1,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-chai_fold1.csv,250513/1_bulk/2/plots/e5_s42/pred-chai_fold1.csv,0.00427,0.41051,dataset/full/test.csv,H2,0.8538472023444421,0.931999351562341,0.8640850417615793,0.8064864864864865,0.5282727046818183
chai,e5,s42,2,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-chai_fold2.csv,250513/1_bulk/2/plots/e5_s42/pred-chai_fold2.csv,-0.03629,0.39634,dataset/full/test.csv,DR,0.8999037352619139,0.9133158817661292,0.8309260369542705,0.8151425762045231,0.6287100526248152
chai,e5,s42,2,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-chai_fold2.csv,250513/1_bulk/2/plots/e5_s42/pred-chai_fold2.csv,-0.03629,0.39634,dataset/full/test.csv,DP,0.9799422283894536,0.995395710897542,0.9649764767381076,0.9427210552027356,0.8079186118713622
chai,e5,s42,2,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-chai_fold2.csv,250513/1_bulk/2/plots/e5_s42/pred-chai_fold2.csv,-0.03629,0.39634,dataset/full/test.csv,DQ,0.8920268473462439,0.9114225460338266,0.8030143708377147,0.8020429728777738,0.6065322884279354
chai,e5,s42,2,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-chai_fold2.csv,250513/1_bulk/2/plots/e5_s42/pred-chai_fold2.csv,-0.03629,0.39634,dataset/full/test.csv,H2,0.8576239805538518,0.9333661166923812,0.8551829268292683,0.7945945945945946,0.5020327946638918
chai,e5,s42,3,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-chai_fold3.csv,250513/1_bulk/2/plots/e5_s42/pred-chai_fold3.csv,-2.06544,0.39279,dataset/full/test.csv,DR,0.893170064227065,0.9073198105078416,0.8197946377638334,0.8117457763475463,0.623202240619095
chai,e5,s42,3,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-chai_fold3.csv,250513/1_bulk/2/plots/e5_s42/pred-chai_fold3.csv,-2.06544,0.39279,dataset/full/test.csv,DP,0.982805978427072,0.9961495690178624,0.9652014652014652,0.9443087445041524,0.8301347284176949
chai,e5,s42,3,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-chai_fold3.csv,250513/1_bulk/2/plots/e5_s42/pred-chai_fold3.csv,-2.06544,0.39279,dataset/full/test.csv,DQ,0.8844854789033124,0.9044385347590462,0.8015083990401097,0.7960549489256781,0.5922387344643372
chai,e5,s42,3,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-chai_fold3.csv,250513/1_bulk/2/plots/e5_s42/pred-chai_fold3.csv,-2.06544,0.39279,dataset/full/test.csv,H2,0.8390354165246825,0.9266453241777142,0.8508033664881408,0.7891891891891892,0.4918043079354879
chai,e5,s42,4,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-chai_fold4.csv,250513/1_bulk/2/plots/e5_s42/pred-chai_fold4.csv,-0.47426,0.40245,dataset/full/test.csv,DR,0.8921838533903308,0.906396712918586,0.820554557700943,0.8094812431095617,0.6175060228956359
chai,e5,s42,4,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-chai_fold4.csv,250513/1_bulk/2/plots/e5_s42/pred-chai_fold4.csv,-0.47426,0.40245,dataset/full/test.csv,DP,0.97825345712425,0.9950632077716596,0.961770927772741,0.9382022471910112,0.8016884219974683
chai,e5,s42,4,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-chai_fold4.csv,250513/1_bulk/2/plots/e5_s42/pred-chai_fold4.csv,-0.47426,0.40245,dataset/full/test.csv,DQ,0.8686048474596162,0.8900691816648162,0.7799648506151142,0.7794998238816485,0.5617416246426726
chai,e5,s42,4,plots,plots,,250513/1_bulk,250513/1_bulk/2/plots/e5_s42/pred-chai_fold4.csv,250513/1_bulk/2/plots/e5_s42/pred-chai_fold4.csv,-0.47426,0.40245,dataset/full/test.csv,H2,0.868948635816352,0.9395290443679454,0.8738417676407698,0.8086486486486486,0.5015304096234192
deepneo,e3,s100,0,plots,plots,,250516/7_ic50_etc,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold0.csv,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold0.csv,0.74263,0.40473,dataset/full/test_beta.csv,DR,0.8719236322012756,0.8903006009464005,0.7963068831465813,0.7876702124489735,0.5751537962032425
deepneo,e3,s100,0,plots,plots,,250516/7_ic50_etc,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold0.csv,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold0.csv,0.74263,0.40473,dataset/full/test_beta.csv,DP,0.9600324712553816,0.9902798828794876,0.9526280673141078,0.9217391304347826,0.7293788420617642
deepneo,e3,s100,0,plots,plots,,250516/7_ic50_etc,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold0.csv,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold0.csv,0.74263,0.40473,dataset/full/test_beta.csv,DQ,0.8582032139183353,0.8895315137625407,0.7677535507101421,0.768494516450648,0.5477888393425508
deepneo,e3,s100,0,plots,plots,,250516/7_ic50_etc,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold0.csv,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold0.csv,0.74263,0.40473,dataset/full/test_beta.csv,H2,0.844220677434744,0.9232907188197972,0.8638704930095659,0.8,0.4924647222138433
deepneo,e3,s100,1,plots,plots,,250516/7_ic50_etc,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold1.csv,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold1.csv,0.73904,0.42007,dataset/full/test_beta.csv,DR,0.872135542887265,0.8896501813431898,0.7913279132791328,0.7866273352999017,0.5754368083181257
deepneo,e3,s100,1,plots,plots,,250516/7_ic50_etc,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold1.csv,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold1.csv,0.73904,0.42007,dataset/full/test_beta.csv,DP,0.9587717494064242,0.9900321965063994,0.9511025886864812,0.9187997550520516,0.715512707515733
deepneo,e3,s100,1,plots,plots,,250516/7_ic50_etc,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold1.csv,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold1.csv,0.73904,0.42007,dataset/full/test_beta.csv,DQ,0.8544455425796317,0.8860622001367111,0.7674277631844817,0.7704885343968095,0.5544970570267674
deepneo,e3,s100,1,plots,plots,,250516/7_ic50_etc,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold1.csv,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold1.csv,0.73904,0.42007,dataset/full/test_beta.csv,H2,0.835730025670733,0.9173766871739356,0.8528072837632777,0.7902702702702703,0.4881844959125289
deepneo,e3,s100,2,plots,plots,,250516/7_ic50_etc,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold2.csv,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold2.csv,0.74315,0.40838,dataset/full/test_beta.csv,DR,0.874383207827214,0.8924082425335473,0.8001938758054399,0.7911861982658442,0.5819513564005361
deepneo,e3,s100,2,plots,plots,,250516/7_ic50_etc,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold2.csv,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold2.csv,0.74315,0.40838,dataset/full/test_beta.csv,DP,0.9593940917470328,0.9901803134019,0.9507104795737122,0.91843233312921,0.7165944194040811
deepneo,e3,s100,2,plots,plots,,250516/7_ic50_etc,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold2.csv,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold2.csv,0.74315,0.40838,dataset/full/test_beta.csv,DQ,0.8528305154800244,0.8836186773885324,0.7897306092930754,0.7680957128614158,0.5320207087820027
deepneo,e3,s100,2,plots,plots,,250516/7_ic50_etc,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold2.csv,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold2.csv,0.74315,0.40838,dataset/full/test_beta.csv,H2,0.8467707126468116,0.9265903977420836,0.866617538688283,0.8043243243243243,0.5044160828462035
deepneo,e3,s100,3,plots,plots,,250516/7_ic50_etc,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold3.csv,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold3.csv,0.74258,0.40775,dataset/full/test_beta.csv,DR,0.873738481730037,0.8919664924690466,0.7981483598125501,0.7895175948273293,0.57882226713756
deepneo,e3,s100,3,plots,plots,,250516/7_ic50_etc,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold3.csv,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold3.csv,0.74258,0.40775,dataset/full/test_beta.csv,DP,0.9599528366943229,0.9903427792993428,0.951192333407622,0.9195345988977344,0.7232795988045438
deepneo,e3,s100,3,plots,plots,,250516/7_ic50_etc,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold3.csv,250516/7_ic50_etc/plots/e3_s100/pred-deepneo_fold3.csv,0.74258,0.40775,dataset/full/test_beta.csv,DQ,0.858450854608502,0.88944099306007,0.7922687861271677,0.7706879361914257,0.537238951892185
