model,lr,seed,serotype,roc_auc,pr_auc,f1,accuracy,mcc,n_folds
esm3_medium,e5,s128,H2,0.8750868942956449,0.945540194533492,0.8568688273786913,0.8032432432432433,0.5472894105767481,5
esm3_medium,e5,s42,DP,0.9839807784199606,0.9963601667105515,0.9674383991288856,0.9474108451392281,0.8322877044792822,5
esm3_medium,e5,s42,DQ,0.8841942663472354,0.9035907362469802,0.795994481930327,0.7956674885523072,0.5956061053165481,5
esm3_medium,e5,s42,DR,0.9048357501643988,0.9188795227450495,0.8306894109220069,0.821834867852567,0.6431561750489818,5
esm3_medium,e5,s42,H2,0.8686987437243008,0.9412052404353372,0.8595954246793289,0.8032432432432433,0.5324295043870344,5
esm3_small,e5,s100,DP,0.983597991590807,0.9963254433055667,0.968415507917942,0.9488031265266244,0.8340512721583163,5
esm3_small,e5,s100,DQ,0.890767445653417,0.9092573418171931,0.8019122813055463,0.7973582247270166,0.5985239856529384,5
esm3_small,e5,s100,DR,0.9055284134567595,0.9193158319410548,0.8330655505845778,0.8229313786835911,0.644995848766929,5
esm3_small,e5,s100,H2,0.8690735818623775,0.9411157341675451,0.8684941371089044,0.8108108108108109,0.5343716438930104,5
esm3_small,e5,s128,DP,0.9821701391113287,0.9959669226893206,0.964791527654226,0.9431851489985345,0.8201089231090151,5
esm3_small,e5,s128,DQ,0.8840486103445224,0.9034700412418417,0.791364954408014,0.7931313842902431,0.5914443218407712,5
esm3_small,e5,s128,DR,0.9039796178031698,0.9182998540057055,0.8256435306935884,0.8195941718065611,0.6401251212822409,5
esm3_small,e5,s128,H2,0.8727708489515891,0.9443196534926315,0.8656392039128287,0.8112432432432433,0.5492781611452513,5
esm3_small,e5,s42,DP,0.982270831713144,0.9959992871794029,0.9670186288873209,0.9465070835368833,0.8264636934276167,5
esm3_small,e5,s42,DQ,0.8849949081933335,0.9039462760097174,0.804591244758161,0.7980979218034518,0.5963848541493796,5
esm3_small,e5,s42,DR,0.9041455690557483,0.9185733844294216,0.8287039452491944,0.8203390840558982,0.6404360013903447,5
esm3_small,e5,s42,H2,0.8711579090847135,0.942783680582251,0.8710554001807409,0.8127567567567567,0.5330258912187519,5
esmc_large,e5,s100,DP,0.9801466329806312,0.9954365736032657,0.9631491930307376,0.9404494382022472,0.809712371118791,5
esmc_large,e5,s100,DQ,0.8815903591812135,0.9021902604586396,0.7937157009078788,0.790207819654808,0.584377531400049,5
esmc_large,e5,s100,DR,0.8885140219530987,0.9037126398122979,0.8092736049159756,0.8042072643842555,0.6104246673472219,5
esmc_large,e5,s100,H2,0.8618380699243507,0.9402007483607043,0.8533799510736007,0.792,0.4986956040328533,5
esmc_large,e5,s128,DP,0.9788189268321947,0.9951506207597873,0.9604650343503593,0.9364924279433318,0.8024408991243656,5
esmc_large,e5,s128,DQ,0.8808619424247939,0.9010526689833028,0.7837698324363533,0.786333215921099,0.5810617847939519,5
esmc_large,e5,s128,DR,0.8883478457604195,0.903910530101804,0.8093866744847364,0.8043681654301122,0.6107718822278837,5
esmc_large,e5,s128,H2,0.8535302937367956,0.9347972660614152,0.8405940885030241,0.7807567567567568,0.49428550914656155,5
esmc_large,e5,s42,DP,0.9799540675669407,0.9953386233031104,0.9660697302563541,0.9445285784074254,0.8146093994054449,5
esmc_large,e5,s42,DQ,0.8817309308359613,0.9030086358376556,0.7926813916325919,0.792814371257485,0.5901369018241398,5
esmc_large,e5,s42,DR,0.8892196169841169,0.9051232768591788,0.814348151688081,0.8051726706593965,0.6103758587733421,5
esmc_large,e5,s42,H2,0.8693484631636339,0.9425717346752208,0.861145882956726,0.8028108108108108,0.5228623023613073,5
esmc_medium,e5,s100,DP,0.9841059240880282,0.9964765590938249,0.9690002642336607,0.9496824621397166,0.8359829183003061,5
esmc_medium,e5,s100,DQ,0.8918813280863856,0.9112278696674526,0.8018657097766317,0.7996477632969355,0.6023767076297537,5
esmc_medium,e5,s100,DR,0.9009886156638647,0.91501376225393,0.8250029083483479,0.8159232442418283,0.6321769340980372,5
esmc_medium,e5,s100,H2,0.8727083759285762,0.9438220286088945,0.8657871023668143,0.8067027027027027,0.5225294161552252,5
esmc_medium,e5,s128,DP,0.9831929169141025,0.9962618467013554,0.9640767909170795,0.9423058133854422,0.8210839078737386,5
esmc_medium,e5,s128,DQ,0.8931580712594366,0.9122096539790847,0.803656612412477,0.8020077492074675,0.608883939156325,5
esmc_medium,e5,s128,DR,0.9054024334540557,0.919001080960659,0.8301456152887103,0.8222341408182116,0.6445755982938383,5
esmc_medium,e5,s128,H2,0.8680228992026169,0.9417055253595592,0.8557915932826825,0.7991351351351351,0.5297177398742232,5
esmc_medium,e5,s42,DP,0.9842453323893775,0.9964923037529321,0.9680738295954571,0.9482169027845627,0.832246797568958,5
esmc_medium,e5,s42,DQ,0.8941619502812925,0.9122481309468204,0.8086592410928795,0.8041211694258543,0.6096787312025965,5
esmc_medium,e5,s42,DR,0.9048016890285171,0.9184780841733294,0.8296783225299033,0.8215428622508268,0.643097647420173,5
esmc_medium,e5,s42,H2,0.8754764987846159,0.9447588564526537,0.8697710954726434,0.8112432432432433,0.5328647792381133,5
esmc_small,e5,s100,DP,0.9825797825981372,0.9960682069859569,0.9661806164580901,0.9452857840742551,0.8244706570293301,5
esmc_small,e5,s100,DQ,0.8953764630242349,0.9136761347137714,0.8111454260529449,0.8074321944346601,0.6162038985057804,5
esmc_small,e5,s100,DR,0.9014439610897972,0.9162339682672762,0.8267885883407743,0.8185334167635052,0.6367506203476555,5
esmc_small,e5,s100,H2,0.8706899293486904,0.9437270288655707,0.8616340980005539,0.8034594594594594,0.524439751760136,5
esmc_small,e5,s128,DP,0.982351759245161,0.9960145985321092,0.9668760866068343,0.9465070835368833,0.829369725721819,5
esmc_small,e5,s128,DQ,0.8941330105207467,0.9128671139219737,0.8075792572391552,0.8057414582599506,0.6143910045209099,5
esmc_small,e5,s128,DR,0.9022422745766168,0.9151727026724913,0.8273456242180796,0.8204701886117816,0.6413481865700923,5
esmc_small,e5,s128,H2,0.8723267225516255,0.9446552889919246,0.8626878687182498,0.8069189189189189,0.5390114229400684,5
esmc_small,e5,s42,DP,0.9807971719462744,0.9956282900031335,0.9658494821006082,0.9442843185148998,0.8150540955120696,5
esmc_small,e5,s42,DQ,0.889622261537865,0.9084431245478466,0.7999098086819949,0.7966889749911941,0.596079224543406,5
esmc_small,e5,s42,DR,0.8984790808772096,0.9129489327536371,0.8248409694813212,0.8146121986829952,0.6289921053384814,5
esmc_small,e5,s42,H2,0.8702753356505145,0.9443310329191407,0.861601140337817,0.8045405405405406,0.529878222026804,5
