model,lr,seed,fold,dir,kind,group,root,rel,path,src_path,file_path,val_auc,val_loss,test_path,serotype,roc_auc,pr_auc,f1,accuracy,mcc
blosum,e3,s42,0,plots_ql,plots,ql,260905/9_blosum_rerun/5_ms,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold0.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold0.csv,/home/hwjang/project/260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold0.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold0.csv,,,dataset/ms_ql/test.csv,DR,0.9415714757732208,0.8568152286115434,0.7686575109123815,0.8948870507425144,0.7024678654656507
blosum,e3,s42,0,plots_ql,plots,ql,260905/9_blosum_rerun/5_ms,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold0.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold0.csv,/home/hwjang/project/260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold0.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold0.csv,,,dataset/ms_ql/test.csv,DP,0.98813864888334,0.997009886928472,0.9695876711205836,0.9517555266579976,0.8541368674139771
blosum,e3,s42,0,plots_ql,plots,ql,260905/9_blosum_rerun/5_ms,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold0.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold0.csv,/home/hwjang/project/260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold0.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold0.csv,,,dataset/ms_ql/test.csv,DQ,0.9793265306314152,0.9679138770162966,0.9012707722385142,0.929844871498032,0.8469243985676546
blosum,e3,s42,0,plots_ql,plots,ql,260905/9_blosum_rerun/5_ms,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold0.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold0.csv,/home/hwjang/project/260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold0.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold0.csv,,,dataset/ms_ql/test.csv,H2,0.8872711000963789,0.9287237231250396,0.8886941279579317,0.8428217821782178,0.6361287503880249
blosum,e3,s42,1,plots_ql,plots,ql,260905/9_blosum_rerun/5_ms,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold1.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold1.csv,/home/hwjang/project/260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold1.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold1.csv,,,dataset/ms_ql/test.csv,DR,0.9308372303914696,0.8299363961910877,0.7419898819561551,0.8815846756639094,0.666276561879243
blosum,e3,s42,1,plots_ql,plots,ql,260905/9_blosum_rerun/5_ms,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold1.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold1.csv,/home/hwjang/project/260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold1.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold1.csv,,,dataset/ms_ql/test.csv,DP,0.9753922492500742,0.9934881117444748,0.9602807465305472,0.9352405721716516,0.7885556567050426
blosum,e3,s42,1,plots_ql,plots,ql,260905/9_blosum_rerun/5_ms,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold1.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold1.csv,/home/hwjang/project/260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold1.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold1.csv,,,dataset/ms_ql/test.csv,DQ,0.9638516049097436,0.9449078648139748,0.8643573972159275,0.9029868025005788,0.7890563105308868
blosum,e3,s42,1,plots_ql,plots,ql,260905/9_blosum_rerun/5_ms,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold1.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold1.csv,/home/hwjang/project/260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold1.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold1.csv,,,dataset/ms_ql/test.csv,H2,0.8525127357841111,0.9073127730035572,0.8516579406631762,0.7896039603960396,0.5056260789257407
blosum,e3,s42,2,plots_ql,plots,ql,260905/9_blosum_rerun/5_ms,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold2.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold2.csv,/home/hwjang/project/260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold2.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold2.csv,,,dataset/ms_ql/test.csv,DR,0.9335045268319948,0.8363185246535447,0.743282615733247,0.884922362501814,0.6719802088436747
blosum,e3,s42,2,plots_ql,plots,ql,260905/9_blosum_rerun/5_ms,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold2.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold2.csv,/home/hwjang/project/260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold2.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold2.csv,,,dataset/ms_ql/test.csv,DP,0.982453820135178,0.995490036167396,0.9608247422680412,0.9382314694408322,0.817645575570571
blosum,e3,s42,2,plots_ql,plots,ql,260905/9_blosum_rerun/5_ms,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold2.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold2.csv,/home/hwjang/project/260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold2.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold2.csv,,,dataset/ms_ql/test.csv,DQ,0.9674539746772662,0.9500960658717292,0.8695050190377294,0.9127112757582774,0.8069053740850272
blosum,e3,s42,2,plots_ql,plots,ql,260905/9_blosum_rerun/5_ms,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold2.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold2.csv,/home/hwjang/project/260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold2.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold2.csv,,,dataset/ms_ql/test.csv,H2,0.8823695442654551,0.9264180024589166,0.8777484608619174,0.8279702970297029,0.6001363964823015
blosum,e3,s42,3,plots_ql,plots,ql,260905/9_blosum_rerun/5_ms,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold3.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold3.csv,/home/hwjang/project/260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold3.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold3.csv,,,dataset/ms_ql/test.csv,DR,0.9415945390320404,0.856296241841932,0.7538681005157467,0.8915009916315968,0.6889226094623838
blosum,e3,s42,3,plots_ql,plots,ql,260905/9_blosum_rerun/5_ms,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold3.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold3.csv,/home/hwjang/project/260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold3.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold3.csv,,,dataset/ms_ql/test.csv,DP,0.9845748535231416,0.9960313440798134,0.9668571428571427,0.9472041612483744,0.8375804463147744
blosum,e3,s42,3,plots_ql,plots,ql,260905/9_blosum_rerun/5_ms,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold3.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold3.csv,/home/hwjang/project/260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold3.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold3.csv,,,dataset/ms_ql/test.csv,DQ,0.971952944690708,0.9583992930801092,0.8821318756405876,0.9201203982403334,0.8234287242930207
blosum,e3,s42,3,plots_ql,plots,ql,260905/9_blosum_rerun/5_ms,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold3.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold3.csv,/home/hwjang/project/260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold3.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold3.csv,,,dataset/ms_ql/test.csv,H2,0.8601473220432327,0.9180635354141836,0.8262548262548263,0.7772277227722773,0.5201982890621127
blosum,e3,s42,4,plots_ql,plots,ql,260905/9_blosum_rerun/5_ms,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold4.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold4.csv,/home/hwjang/project/260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold4.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold4.csv,,,dataset/ms_ql/test.csv,DR,0.9279736357037,0.8240394578150535,0.7472817803068794,0.8796981570163982,0.6683525957968613
blosum,e3,s42,4,plots_ql,plots,ql,260905/9_blosum_rerun/5_ms,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold4.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold4.csv,/home/hwjang/project/260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold4.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold4.csv,,,dataset/ms_ql/test.csv,DP,0.9725792301810792,0.9930350782446224,0.9578284052350944,0.9321196358907672,0.7841267722419359
blosum,e3,s42,4,plots_ql,plots,ql,260905/9_blosum_rerun/5_ms,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold4.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold4.csv,/home/hwjang/project/260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold4.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold4.csv,,,dataset/ms_ql/test.csv,DQ,0.962209638194325,0.9444918961142796,0.8609010194015126,0.902060662190322,0.7853276615689138
blosum,e3,s42,4,plots_ql,plots,ql,260905/9_blosum_rerun/5_ms,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold4.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold4.csv,/home/hwjang/project/260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold4.csv,260905/9_blosum_rerun/5_ms/plots_ql/e3_s42/pred-blosum_fold4.csv,,,dataset/ms_ql/test.csv,H2,0.8488985267795677,0.9124246772508838,0.8024316109422492,0.7586633663366337,0.5123961802191109
chai,e5,s100,0,plots_ql,plots,ql,250527/1_ms_re,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold0.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold0.csv,/home/hwjang/project/250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold0.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold0.csv,-0.0516,0.15515,dataset/ms_ql/test.csv,DR,0.9789424341059856,0.94795115975941,0.8830625062306848,0.9432593237556232,0.8457826713681447
chai,e5,s100,0,plots_ql,plots,ql,250527/1_ms_re,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold0.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold0.csv,/home/hwjang/project/250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold0.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold0.csv,-0.0516,0.15515,dataset/ms_ql/test.csv,DP,0.9959624777701328,0.9989935836098356,0.9841942317093042,0.9747724317295188,0.9219592344699068
chai,e5,s100,0,plots_ql,plots,ql,250527/1_ms_re,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold0.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold0.csv,/home/hwjang/project/250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold0.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold0.csv,-0.0516,0.15515,dataset/ms_ql/test.csv,DQ,0.9886058030560496,0.9834330849633116,0.9361417586091608,0.955776800185228,0.902693026773678
chai,e5,s100,0,plots_ql,plots,ql,250527/1_ms_re,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold0.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold0.csv,/home/hwjang/project/250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold0.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold0.csv,-0.0516,0.15515,dataset/ms_ql/test.csv,H2,0.9253132314470603,0.9600421521480051,0.8956043956043956,0.8589108910891089,0.6788839266697997
chai,e5,s100,1,plots_ql,plots,ql,250527/1_ms_re,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold1.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold1.csv,/home/hwjang/project/250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold1.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold1.csv,0.13386,0.1643,dataset/ms_ql/test.csv,DR,0.9756707323192618,0.9414258196890368,0.8770087175716836,0.9433560683016496,0.841290842866158
chai,e5,s100,1,plots_ql,plots,ql,250527/1_ms_re,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold1.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold1.csv,/home/hwjang/project/250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold1.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold1.csv,0.13386,0.1643,dataset/ms_ql/test.csv,DP,0.993622335073734,0.9982771693407302,0.9821808075854176,0.9716514954486346,0.9135508825328852
chai,e5,s100,1,plots_ql,plots,ql,250527/1_ms_re,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold1.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold1.csv,/home/hwjang/project/250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold1.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold1.csv,0.13386,0.1643,dataset/ms_ql/test.csv,DQ,0.9865538143318896,0.9792332719238008,0.9156956819739548,0.9430423709191944,0.874731111443628
chai,e5,s100,1,plots_ql,plots,ql,250527/1_ms_re,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold1.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold1.csv,/home/hwjang/project/250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold1.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold1.csv,0.13386,0.1643,dataset/ms_ql/test.csv,H2,0.924397631832576,0.9587746358339256,0.87279843444227,0.8391089108910891,0.6624110232505178
chai,e5,s100,2,plots_ql,plots,ql,250527/1_ms_re,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold2.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold2.csv,/home/hwjang/project/250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold2.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold2.csv,-0.28816,0.17447,dataset/ms_ql/test.csv,DR,0.9653079437197298,0.915760686198306,0.8424463345484001,0.9247327431916026,0.7930025426383435
chai,e5,s100,2,plots_ql,plots,ql,250527/1_ms_re,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold2.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold2.csv,/home/hwjang/project/250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold2.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold2.csv,-0.28816,0.17447,dataset/ms_ql/test.csv,DP,0.9910319336136004,0.9975518574872296,0.9772542648253452,0.9635890767230167,0.8860738040738743
chai,e5,s100,2,plots_ql,plots,ql,250527/1_ms_re,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold2.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold2.csv,/home/hwjang/project/250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold2.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold2.csv,-0.28816,0.17447,dataset/ms_ql/test.csv,DQ,0.98300029025613,0.9757203374214763,0.9170731707317074,0.940958555221116,0.8713343467196205
chai,e5,s100,2,plots_ql,plots,ql,250527/1_ms_re,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold2.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold2.csv,/home/hwjang/project/250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold2.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold2.csv,-0.28816,0.17447,dataset/ms_ql/test.csv,H2,0.9002134104364587,0.9423211725051716,0.878003696857671,0.8366336633663366,0.6309245195241637
chai,e5,s100,3,plots_ql,plots,ql,250527/1_ms_re,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold3.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold3.csv,/home/hwjang/project/250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold3.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold3.csv,-0.36392,0.14689,dataset/ms_ql/test.csv,DR,0.9786575626516484,0.94541705879871,0.8812129731900793,0.9427756010254922,0.8435713886195075
chai,e5,s100,3,plots_ql,plots,ql,250527/1_ms_re,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold3.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold3.csv,/home/hwjang/project/250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold3.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold3.csv,-0.36392,0.14689,dataset/ms_ql/test.csv,DP,0.994492925140098,0.9985622890143532,0.9829550044430084,0.9725617685305592,0.912854697544448
chai,e5,s100,3,plots_ql,plots,ql,250527/1_ms_re,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold3.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold3.csv,/home/hwjang/project/250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold3.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold3.csv,-0.36392,0.14689,dataset/ms_ql/test.csv,DQ,0.9872651297181884,0.9812017702542236,0.9212707182320442,0.9472100023153508,0.8844049176057515
chai,e5,s100,3,plots_ql,plots,ql,250527/1_ms_re,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold3.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold3.csv,/home/hwjang/project/250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold3.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold3.csv,-0.36392,0.14689,dataset/ms_ql/test.csv,H2,0.9031116618477212,0.9492423997596722,0.8624390243902439,0.8254950495049505,0.6312879215300946
chai,e5,s100,4,plots_ql,plots,ql,250527/1_ms_re,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold4.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold4.csv,/home/hwjang/project/250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold4.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold4.csv,-0.87488,0.15789,dataset/ms_ql/test.csv,DR,0.971313886513584,0.9301156458374812,0.8582930756843801,0.9318918395975428,0.8134908490612666
chai,e5,s100,4,plots_ql,plots,ql,250527/1_ms_re,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold4.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold4.csv,/home/hwjang/project/250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold4.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold4.csv,-0.87488,0.15789,dataset/ms_ql/test.csv,DP,0.9938576038265564,0.9984956348964856,0.9810131695887532,0.9694408322496748,0.9029499758589874
chai,e5,s100,4,plots_ql,plots,ql,250527/1_ms_re,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold4.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold4.csv,/home/hwjang/project/250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold4.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold4.csv,-0.87488,0.15789,dataset/ms_ql/test.csv,DQ,0.9842928224073976,0.977438458809692,0.9197031039136302,0.9448946515397084,0.8785852072566062
chai,e5,s100,4,plots_ql,plots,ql,250527/1_ms_re,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold4.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold4.csv,/home/hwjang/project/250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold4.csv,250527/1_ms_re/plots_ql/e5_s100/pred-chai_fold4.csv,-0.87488,0.15789,dataset/ms_ql/test.csv,H2,0.9106429849924274,0.9544941892332256,0.8786127167630058,0.844059405940594,0.6649097067912421
chai,e5,s128,0,plots_ql,plots,ql,260829/ms,260829/ms/plots_ql/e5_s128/pred-chai_fold0.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold0.csv,/home/hwjang/project/260829/ms/plots_ql/e5_s128/pred-chai_fold0.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold0.csv,0.14916,0.16003,dataset/ms_ql/test.csv,DR,0.9845409259940232,0.9614717714698948,0.908197727970525,0.9566100711072412,0.8798876793385864
chai,e5,s128,0,plots_ql,plots,ql,260829/ms,260829/ms/plots_ql/e5_s128/pred-chai_fold0.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold0.csv,/home/hwjang/project/260829/ms/plots_ql/e5_s128/pred-chai_fold0.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold0.csv,0.14916,0.16003,dataset/ms_ql/test.csv,DP,0.9972771336207448,0.9993284758843792,0.988544967097246,0.9816644993498048,0.9426602985381424
chai,e5,s128,0,plots_ql,plots,ql,260829/ms,260829/ms/plots_ql/e5_s128/pred-chai_fold0.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold0.csv,/home/hwjang/project/260829/ms/plots_ql/e5_s128/pred-chai_fold0.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold0.csv,0.14916,0.16003,dataset/ms_ql/test.csv,DQ,0.9923403849604115,0.9882269605897502,0.9526916802610114,0.9664274137531836,0.9267177037507848
chai,e5,s128,0,plots_ql,plots,ql,260829/ms,260829/ms/plots_ql/e5_s128/pred-chai_fold0.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold0.csv,/home/hwjang/project/260829/ms/plots_ql/e5_s128/pred-chai_fold0.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold0.csv,0.14916,0.16003,dataset/ms_ql/test.csv,H2,0.9198540547982929,0.951974518167602,0.8962432915921288,0.8564356435643564,0.669335336471935
chai,e5,s128,1,plots_ql,plots,ql,260829/ms,260829/ms/plots_ql/e5_s128/pred-chai_fold1.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold1.csv,/home/hwjang/project/260829/ms/plots_ql/e5_s128/pred-chai_fold1.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold1.csv,-0.61132,0.15809,dataset/ms_ql/test.csv,DR,0.9781690204271636,0.9479139003732782,0.886417791898332,0.9446621196730034,0.8501254119920091
chai,e5,s128,1,plots_ql,plots,ql,260829/ms,260829/ms/plots_ql/e5_s128/pred-chai_fold1.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold1.csv,/home/hwjang/project/260829/ms/plots_ql/e5_s128/pred-chai_fold1.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold1.csv,-0.61132,0.15809,dataset/ms_ql/test.csv,DP,0.9953893490550552,0.9988018402222638,0.9834155812636518,0.9733420026007802,0.9155994467805432
chai,e5,s128,1,plots_ql,plots,ql,260829/ms,260829/ms/plots_ql/e5_s128/pred-chai_fold1.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold1.csv,/home/hwjang/project/260829/ms/plots_ql/e5_s128/pred-chai_fold1.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold1.csv,-0.61132,0.15809,dataset/ms_ql/test.csv,DQ,0.9911894583482456,0.985851118201122,0.9365130518852725,0.9543875897198426,0.901310395665501
chai,e5,s128,1,plots_ql,plots,ql,260829/ms,260829/ms/plots_ql/e5_s128/pred-chai_fold1.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold1.csv,/home/hwjang/project/260829/ms/plots_ql/e5_s128/pred-chai_fold1.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold1.csv,-0.61132,0.15809,dataset/ms_ql/test.csv,H2,0.9194410023406304,0.9520751036286748,0.8862602365787079,0.8452970297029703,0.646192931669271
chai,e5,s128,2,plots_ql,plots,ql,260829/ms,260829/ms/plots_ql/e5_s128/pred-chai_fold2.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold2.csv,/home/hwjang/project/260829/ms/plots_ql/e5_s128/pred-chai_fold2.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold2.csv,-0.04484,0.16212,dataset/ms_ql/test.csv,DR,0.969541920576956,0.9281343007076504,0.8641975308641975,0.9361485996226964,0.8226649874263419
chai,e5,s128,2,plots_ql,plots,ql,260829/ms,260829/ms/plots_ql/e5_s128/pred-chai_fold2.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold2.csv,/home/hwjang/project/260829/ms/plots_ql/e5_s128/pred-chai_fold2.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold2.csv,-0.04484,0.16212,dataset/ms_ql/test.csv,DP,0.9954359137698028,0.9988746795413788,0.9815419797451812,0.9706111833550064,0.9100073367913888
chai,e5,s128,2,plots_ql,plots,ql,260829/ms,260829/ms/plots_ql/e5_s128/pred-chai_fold2.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold2.csv,/home/hwjang/project/260829/ms/plots_ql/e5_s128/pred-chai_fold2.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold2.csv,-0.04484,0.16212,dataset/ms_ql/test.csv,DQ,0.9873637604419409,0.9802184070017504,0.9242424242424242,0.9467469321602224,0.8831977366424825
chai,e5,s128,2,plots_ql,plots,ql,260829/ms,260829/ms/plots_ql/e5_s128/pred-chai_fold2.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold2.csv,/home/hwjang/project/260829/ms/plots_ql/e5_s128/pred-chai_fold2.csv,260829/ms/plots_ql/e5_s128/pred-chai_fold2.csv,-0.04484,0.16212,dataset/ms_ql/test.csv,H2,0.9363417320666392,0.9617787633034178,0.9158878504672896,0.8886138613861386,0.7511714719626257
